Word	Indices	GP sum	GP sum red header	Plaintext minus ciphertext	Plaintext plus ciphertext	Ciphertext_minus_plaintext
prodroma	[13, 4, 3, 23, 4, 3, 19, 24]	336	433	[23, 12, 9, 25, 2, 18, 9, 5]	[3, 25, 26, 21, 6, 17, 0, 14]	[6, 17, 20, 4, 27, 11, 20, 24]
prodrome	[13, 4, 3, 23, 4, 3, 19, 18]	306	403	[23, 12, 9, 25, 2, 18, 9, 28]	[3, 25, 26, 21, 6, 17, 0, 8]	[6, 17, 20, 4, 27, 11, 20, 1]
producer	[13, 4, 3, 23, 1, 5, 18, 4]	244	341	[23, 12, 9, 25, 28, 20, 8, 14]	[3, 25, 26, 21, 3, 19, 28, 23]	[6, 17, 20, 4, 1, 9, 21, 15]
proenzyme	[13, 4, 22, 9, 15, 26, 19, 18]	460	557	[23, 12, 28, 11, 13, 12, 9, 28]	[3, 25, 16, 7, 17, 11, 0, 8]	[6, 17, 1, 18, 16, 17, 20, 1]
profusion	[13, 4, 3, 0, 1, 15, 27, 9]	255	352	[23, 12, 9, 2, 28, 1, 17, 19]	[3, 25, 26, 27, 3, 0, 8, 28]	[6, 17, 20, 27, 1, 28, 12, 10]
progeria	[13, 4, 3, 6, 18, 4, 10, 24]	284	381	[23, 12, 9, 8, 16, 19, 0, 5]	[3, 25, 26, 4, 20, 18, 20, 14]	[6, 17, 20, 21, 13, 10, 0, 24]
progress	[13, 4, 3, 6, 4, 18, 15, 15]	262	359	[23, 12, 9, 8, 2, 4, 5, 25]	[3, 25, 26, 4, 6, 3, 25, 5]	[6, 17, 20, 21, 27, 25, 24, 4]
prolapse	[13, 4, 3, 20, 24, 13, 15, 18]	394	491	[23, 12, 9, 22, 22, 28, 5, 28]	[3, 25, 26, 18, 26, 27, 25, 8]	[6, 17, 20, 7, 7, 1, 24, 1]
prologue	[13, 4, 3, 20, 3, 6, 1, 18]	228	325	[23, 12, 9, 22, 1, 21, 20, 28]	[3, 25, 26, 18, 5, 20, 11, 8]	[6, 17, 20, 7, 28, 8, 9, 1]
prolusion	[13, 4, 3, 20, 1, 15, 27, 9]	326	423	[23, 12, 9, 22, 28, 1, 17, 19]	[3, 25, 26, 18, 3, 0, 8, 28]	[6, 17, 20, 7, 1, 28, 12, 10]
promisee	[13, 4, 3, 19, 10, 15, 18, 18]	350	447	[23, 12, 9, 21, 8, 1, 8, 28]	[3, 25, 26, 17, 12, 0, 28, 8]	[6, 17, 20, 8, 21, 28, 21, 1]
promiser	[13, 4, 3, 19, 10, 15, 18, 4]	294	391	[23, 12, 9, 21, 8, 1, 8, 14]	[3, 25, 26, 17, 12, 0, 28, 23]	[6, 17, 20, 8, 21, 28, 21, 15]
promisor	[13, 4, 3, 19, 10, 15, 3, 4]	234	331	[23, 12, 9, 21, 8, 1, 22, 14]	[3, 25, 26, 17, 12, 0, 13, 23]	[6, 17, 20, 8, 21, 28, 7, 15]
promoter	[13, 4, 3, 19, 3, 16, 18, 4]	276	373	[23, 12, 9, 21, 1, 2, 8, 14]	[3, 25, 26, 17, 5, 1, 28, 23]	[6, 17, 20, 8, 28, 27, 21, 15]
promotion	[13, 4, 3, 19, 3, 16, 27, 9]	334	431	[23, 12, 9, 21, 1, 2, 17, 19]	[3, 25, 26, 17, 5, 1, 8, 28]	[6, 17, 20, 8, 28, 27, 12, 10]
prompter	[13, 4, 3, 19, 13, 16, 18, 4]	312	409	[23, 12, 9, 21, 11, 2, 8, 14]	[3, 25, 26, 17, 15, 1, 28, 23]	[6, 17, 20, 8, 18, 27, 21, 15]
pronation	[13, 4, 3, 9, 24, 16, 27, 9]	382	479	[23, 12, 9, 11, 22, 2, 17, 19]	[3, 25, 26, 7, 26, 1, 8, 28]	[6, 17, 20, 18, 7, 27, 12, 10]
pronator	[13, 4, 3, 9, 24, 16, 3, 4]	264	361	[23, 12, 9, 11, 22, 2, 22, 14]	[3, 25, 26, 7, 26, 1, 13, 23]	[6, 17, 20, 18, 7, 27, 7, 15]
prongbuck	[13, 4, 3, 21, 17, 1, 5, 5]	230	327	[23, 12, 9, 23, 15, 16, 24, 15]	[3, 25, 26, 19, 19, 15, 15, 24]	[6, 17, 20, 6, 14, 13, 5, 14]
pronghorn	[13, 4, 3, 21, 8, 3, 4, 9]	210	307	[23, 12, 9, 23, 6, 18, 23, 19]	[3, 25, 26, 19, 10, 17, 14, 28]	[6, 17, 20, 6, 23, 11, 6, 10]
propanal	[13, 4, 3, 13, 24, 9, 24, 20]	400	497	[23, 12, 9, 15, 22, 24, 14, 1]	[3, 25, 26, 11, 26, 23, 5, 10]	[6, 17, 20, 14, 7, 5, 15, 28]
propanol	[13, 4, 3, 13, 24, 9, 3, 20]	310	407	[23, 12, 9, 15, 22, 24, 22, 1]	[3, 25, 26, 11, 26, 23, 13, 10]	[6, 17, 20, 14, 7, 5, 7, 28]
propenal	[13, 4, 3, 13, 18, 9, 24, 20]	370	467	[23, 12, 9, 15, 16, 24, 14, 1]	[3, 25, 26, 11, 20, 23, 5, 10]	[6, 17, 20, 14, 13, 5, 15, 28]
property	[13, 4, 3, 13, 18, 4, 16, 26]	344	441	[23, 12, 9, 15, 16, 19, 6, 7]	[3, 25, 26, 11, 20, 18, 26, 16]	[6, 17, 20, 14, 13, 10, 23, 22]
prophase	[13, 4, 3, 13, 8, 24, 15, 18]	344	441	[23, 12, 9, 15, 6, 10, 5, 28]	[3, 25, 26, 11, 10, 9, 25, 8]	[6, 17, 20, 14, 23, 19, 24, 1]
prophecy	[13, 4, 3, 13, 8, 18, 5, 26]	310	407	[23, 12, 9, 15, 6, 4, 24, 7]	[3, 25, 26, 11, 10, 3, 15, 16]	[6, 17, 20, 14, 23, 25, 5, 22]
prophyll	[13, 4, 3, 13, 8, 26, 20, 20]	376	473	[23, 12, 9, 15, 6, 12, 10, 1]	[3, 25, 26, 11, 10, 11, 1, 10]	[6, 17, 20, 14, 23, 17, 19, 28]
proposal	[13, 4, 3, 13, 3, 15, 24, 20]	334	431	[23, 12, 9, 15, 1, 1, 14, 1]	[3, 25, 26, 11, 5, 0, 5, 10]	[6, 17, 20, 14, 28, 28, 15, 28]
proposer	[13, 4, 3, 13, 3, 15, 18, 4]	242	339	[23, 12, 9, 15, 1, 1, 8, 14]	[3, 25, 26, 11, 5, 0, 28, 23]	[6, 17, 20, 14, 28, 28, 21, 15]
proration	[13, 4, 3, 4, 24, 16, 27, 9]	364	461	[23, 12, 9, 6, 22, 2, 17, 19]	[3, 25, 26, 2, 26, 1, 8, 28]	[6, 17, 20, 23, 7, 27, 12, 10]
prosimian	[13, 4, 3, 15, 10, 19, 27, 9]	352	449	[23, 12, 9, 17, 8, 5, 17, 19]	[3, 25, 26, 13, 12, 4, 8, 28]	[6, 17, 20, 12, 21, 24, 12, 10]
prosodion	[13, 4, 3, 15, 3, 23, 27, 9]	346	443	[23, 12, 9, 17, 1, 9, 17, 19]	[3, 25, 26, 13, 5, 8, 8, 28]	[6, 17, 20, 12, 28, 20, 12, 10]
prospect	[13, 4, 3, 15, 13, 18, 5, 16]	296	393	[23, 12, 9, 17, 11, 4, 24, 26]	[3, 25, 26, 13, 15, 3, 15, 6]	[6, 17, 20, 12, 18, 25, 5, 3]
prostate	[13, 4, 3, 15, 16, 24, 16, 18]	396	493	[23, 12, 9, 17, 14, 10, 6, 28]	[3, 25, 26, 13, 18, 9, 26, 8]	[6, 17, 20, 12, 15, 19, 23, 1]
protegee	[13, 4, 3, 16, 18, 6, 18, 18]	338	435	[23, 12, 9, 18, 16, 21, 8, 28]	[3, 25, 26, 14, 20, 20, 28, 8]	[6, 17, 20, 11, 13, 8, 21, 1]
prothorax	[13, 4, 3, 2, 3, 4, 24, 14]	228	325	[23, 12, 9, 4, 1, 19, 14, 24]	[3, 25, 26, 0, 5, 18, 5, 4]	[6, 17, 20, 25, 28, 10, 15, 5]
protocol	[13, 4, 3, 16, 3, 5, 3, 20]	220	317	[23, 12, 9, 18, 1, 20, 22, 1]	[3, 25, 26, 14, 5, 19, 13, 10]	[6, 17, 20, 11, 28, 9, 7, 28]
proturan	[13, 4, 3, 16, 1, 4, 24, 9]	260	357	[23, 12, 9, 18, 28, 19, 14, 19]	[3, 25, 26, 14, 3, 18, 5, 28]	[6, 17, 20, 11, 1, 10, 15, 10]
provider	[13, 4, 3, 1, 10, 23, 18, 4]	262	359	[23, 12, 9, 3, 8, 9, 8, 14]	[3, 25, 26, 28, 12, 8, 28, 23]	[6, 17, 20, 26, 21, 20, 21, 15]
province	[13, 4, 3, 1, 10, 9, 5, 18]	204	301	[23, 12, 9, 3, 8, 24, 24, 28]	[3, 25, 26, 28, 12, 23, 15, 8]	[6, 17, 20, 26, 21, 5, 5, 1]
provirus	[13, 4, 3, 1, 10, 4, 1, 15]	162	259	[23, 12, 9, 3, 8, 19, 20, 25]	[3, 25, 26, 28, 12, 18, 11, 5]	[6, 17, 20, 26, 21, 10, 9, 4]
provision	[13, 4, 3, 1, 10, 15, 27, 9]	284	381	[23, 12, 9, 3, 8, 1, 17, 19]	[3, 25, 26, 28, 12, 0, 8, 28]	[6, 17, 20, 26, 21, 28, 12, 10]
provoker	[13, 4, 3, 1, 3, 5, 18, 4]	162	259	[23, 12, 9, 3, 1, 20, 8, 14]	[3, 25, 26, 28, 5, 19, 28, 23]	[6, 17, 20, 26, 28, 9, 21, 15]
prudence	[13, 4, 1, 23, 18, 9, 5, 18]	322	419	[23, 12, 7, 25, 16, 24, 24, 28]	[3, 25, 24, 21, 20, 23, 15, 8]	[6, 17, 22, 4, 13, 5, 5, 1]
pruritus	[13, 4, 1, 4, 10, 16, 1, 15]	214	311	[23, 12, 7, 6, 8, 2, 20, 25]	[3, 25, 24, 2, 12, 1, 11, 5]	[6, 17, 22, 23, 21, 27, 9, 4]
psalmist	[13, 15, 24, 20, 19, 10, 15, 16]	480	577	[23, 23, 1, 22, 17, 25, 5, 26]	[3, 7, 18, 18, 21, 24, 25, 6]	[6, 6, 28, 7, 12, 4, 24, 3]
psalmody	[13, 15, 24, 20, 19, 3, 23, 26]	536	633	[23, 23, 1, 22, 17, 18, 13, 7]	[3, 7, 18, 18, 21, 17, 4, 16]	[6, 6, 28, 7, 12, 11, 16, 22]
psaltery	[13, 15, 24, 20, 16, 18, 4, 26]	506	603	[23, 23, 1, 22, 14, 4, 23, 7]	[3, 7, 18, 18, 18, 3, 14, 16]	[6, 6, 28, 7, 15, 25, 6, 22]
psammoma	[13, 15, 24, 19, 19, 3, 19, 24]	510	607	[23, 23, 1, 21, 17, 18, 9, 5]	[3, 7, 18, 17, 21, 17, 0, 14]	[6, 6, 28, 8, 12, 11, 20, 24]
psilocin	[13, 15, 10, 20, 3, 5, 10, 9]	280	377	[23, 23, 16, 22, 1, 20, 0, 19]	[3, 7, 4, 18, 5, 19, 20, 28]	[6, 6, 13, 7, 28, 9, 0, 10]
psilocyn	[13, 15, 10, 20, 3, 5, 26, 9]	352	449	[23, 23, 16, 22, 1, 20, 16, 19]	[3, 7, 4, 18, 5, 19, 7, 28]	[6, 6, 13, 7, 28, 9, 13, 10]
psilosis	[13, 15, 10, 20, 3, 15, 10, 15]	344	441	[23, 23, 16, 22, 1, 1, 0, 25]	[3, 7, 4, 18, 5, 0, 20, 5]	[6, 6, 13, 7, 28, 28, 0, 4]
psoriasis	[13, 15, 3, 4, 27, 15, 10, 15]	358	455	[23, 23, 9, 6, 25, 1, 0, 25]	[3, 7, 26, 2, 0, 0, 20, 5]	[6, 6, 20, 23, 4, 28, 0, 4]
psyllium	[13, 15, 26, 20, 20, 10, 1, 19]	450	547	[23, 23, 3, 22, 18, 25, 20, 0]	[3, 7, 20, 18, 22, 24, 11, 9]	[6, 6, 26, 7, 11, 4, 9, 0]
ptomaine	[13, 16, 3, 19, 24, 10, 9, 18]	404	501	[23, 24, 9, 21, 22, 25, 28, 28]	[3, 8, 26, 17, 26, 24, 19, 8]	[6, 5, 20, 8, 7, 4, 1, 1]
ptyalism	[13, 16, 26, 24, 20, 10, 15, 19]	530	627	[23, 24, 3, 26, 18, 25, 5, 0]	[3, 8, 20, 22, 22, 24, 25, 9]	[6, 5, 26, 3, 11, 4, 24, 0]
ptyalith	[13, 16, 26, 24, 20, 10, 16, 8]	488	585	[23, 24, 3, 26, 18, 25, 6, 18]	[3, 8, 20, 22, 22, 24, 26, 27]	[6, 5, 26, 3, 11, 4, 23, 11]
publican	[13, 1, 17, 20, 10, 5, 24, 9]	350	447	[23, 9, 23, 22, 8, 20, 14, 19]	[3, 22, 11, 18, 12, 19, 5, 28]	[6, 20, 6, 7, 21, 9, 15, 10]
pudendum	[13, 1, 23, 18, 9, 23, 1, 19]	394	491	[23, 9, 0, 20, 7, 9, 20, 0]	[3, 22, 17, 16, 11, 8, 11, 9]	[6, 20, 0, 9, 22, 20, 9, 0]
puerpera	[13, 1, 18, 4, 13, 18, 4, 24]	342	439	[23, 9, 24, 6, 11, 4, 23, 5]	[3, 22, 12, 2, 15, 3, 14, 14]	[6, 20, 5, 23, 18, 25, 6, 24]
puffball	[13, 1, 0, 0, 17, 24, 20, 20]	354	451	[23, 9, 6, 2, 15, 10, 10, 1]	[3, 22, 23, 27, 19, 9, 1, 10]	[6, 20, 23, 27, 14, 19, 19, 28]
puffbird	[13, 1, 0, 0, 17, 10, 4, 23]	242	339	[23, 9, 6, 2, 15, 25, 23, 4]	[3, 22, 23, 27, 19, 24, 14, 13]	[6, 20, 23, 27, 14, 4, 6, 25]
pugilism	[13, 1, 6, 10, 20, 10, 15, 19]	322	419	[23, 9, 12, 12, 18, 25, 5, 0]	[3, 22, 0, 8, 22, 24, 25, 9]	[6, 20, 17, 17, 11, 4, 24, 0]
pugilist	[13, 1, 6, 10, 20, 10, 15, 16]	310	407	[23, 9, 12, 12, 18, 25, 5, 26]	[3, 22, 0, 8, 22, 24, 25, 6]	[6, 20, 17, 17, 11, 4, 24, 3]
pulassan	[13, 1, 20, 24, 15, 15, 24, 9]	448	545	[23, 9, 26, 26, 13, 1, 14, 19]	[3, 22, 14, 22, 17, 0, 5, 28]	[6, 20, 3, 3, 16, 28, 15, 10]
pullback	[13, 1, 20, 20, 17, 24, 5, 5]	376	473	[23, 9, 26, 22, 15, 10, 24, 15]	[3, 22, 14, 18, 19, 9, 15, 24]	[6, 20, 3, 7, 14, 19, 5, 14]
pullover	[13, 1, 20, 20, 3, 1, 18, 4]	280	377	[23, 9, 26, 22, 1, 16, 8, 14]	[3, 22, 14, 18, 5, 15, 28, 23]	[6, 20, 3, 7, 28, 13, 21, 15]
pulpwood	[13, 1, 20, 13, 7, 3, 3, 23]	284	381	[23, 9, 26, 15, 5, 18, 22, 4]	[3, 22, 14, 11, 9, 17, 13, 13]	[6, 20, 3, 14, 24, 11, 7, 25]
pulsation	[13, 1, 20, 15, 24, 16, 27, 9]	464	561	[23, 9, 26, 17, 22, 2, 17, 19]	[3, 22, 14, 13, 26, 1, 8, 28]	[6, 20, 3, 12, 7, 27, 12, 10]
puncture	[13, 1, 9, 5, 16, 1, 4, 18]	228	325	[23, 9, 15, 7, 14, 16, 23, 28]	[3, 22, 3, 3, 18, 15, 14, 8]	[6, 20, 14, 22, 15, 13, 6, 1]
pungapung	[13, 1, 21, 24, 13, 1, 9, 6]	314	411	[23, 9, 27, 26, 11, 16, 28, 16]	[3, 22, 15, 22, 15, 15, 19, 25]	[6, 20, 2, 3, 18, 13, 1, 13]
puniness	[13, 1, 9, 10, 9, 18, 15, 15]	308	405	[23, 9, 15, 12, 7, 4, 5, 25]	[3, 22, 3, 8, 11, 3, 25, 5]	[6, 20, 14, 17, 22, 25, 24, 4]
puppetry	[13, 1, 13, 13, 18, 16, 4, 26]	372	469	[23, 9, 19, 15, 16, 2, 23, 7]	[3, 22, 7, 11, 20, 1, 14, 16]	[6, 20, 10, 14, 13, 27, 6, 22]
purchase	[13, 1, 4, 5, 8, 24, 15, 18]	310	407	[23, 9, 10, 7, 6, 10, 5, 28]	[3, 22, 27, 3, 10, 9, 25, 8]	[6, 20, 19, 22, 23, 19, 24, 1]
purebred	[13, 1, 4, 18, 17, 4, 18, 23]	352	449	[23, 9, 10, 20, 15, 19, 8, 4]	[3, 22, 27, 16, 19, 18, 28, 13]	[6, 20, 19, 9, 14, 10, 21, 25]
pureness	[13, 1, 4, 18, 9, 18, 15, 15]	326	423	[23, 9, 10, 20, 7, 4, 5, 25]	[3, 22, 27, 16, 11, 3, 25, 5]	[6, 20, 19, 9, 22, 25, 24, 4]
purgation	[13, 1, 4, 6, 24, 16, 27, 9]	366	463	[23, 9, 10, 8, 22, 2, 17, 19]	[3, 22, 27, 4, 26, 1, 8, 28]	[6, 20, 19, 21, 7, 27, 12, 10]
purifier	[13, 1, 4, 10, 0, 10, 18, 4]	199	296	[23, 9, 10, 12, 27, 25, 8, 14]	[3, 22, 27, 8, 2, 24, 28, 23]	[6, 20, 19, 17, 2, 4, 21, 15]
purslane	[13, 1, 4, 15, 20, 24, 9, 18]	376	473	[23, 9, 10, 17, 18, 10, 28, 28]	[3, 22, 27, 13, 22, 9, 19, 8]	[6, 20, 19, 12, 11, 19, 1, 1]
purveyor	[13, 1, 4, 1, 18, 26, 3, 4]	248	345	[23, 9, 10, 3, 16, 12, 22, 14]	[3, 22, 27, 28, 20, 11, 13, 23]	[6, 20, 19, 26, 13, 17, 7, 15]
pushball	[13, 1, 15, 8, 17, 24, 20, 20]	426	523	[23, 9, 21, 10, 15, 10, 10, 1]	[3, 22, 9, 6, 19, 9, 1, 10]	[6, 20, 8, 19, 14, 19, 19, 28]
pushcart	[13, 1, 15, 8, 5, 24, 4, 16]	302	399	[23, 9, 21, 10, 3, 10, 23, 26]	[3, 22, 9, 6, 7, 9, 14, 6]	[6, 20, 8, 19, 26, 19, 6, 3]
pushover	[13, 1, 15, 8, 3, 1, 18, 4]	210	307	[23, 9, 21, 10, 1, 16, 8, 14]	[3, 22, 9, 6, 5, 15, 28, 23]	[6, 20, 8, 19, 28, 13, 21, 15]
pussycat	[13, 1, 15, 15, 26, 5, 24, 16]	424	521	[23, 9, 21, 17, 24, 20, 14, 26]	[3, 22, 9, 13, 28, 19, 5, 6]	[6, 20, 8, 12, 5, 9, 15, 3]
pussytoes	[13, 1, 15, 15, 26, 16, 22, 15]	450	547	[23, 9, 21, 17, 24, 2, 12, 25]	[3, 22, 9, 13, 28, 1, 3, 5]	[6, 20, 8, 12, 5, 27, 17, 4]
putterer	[13, 1, 16, 16, 18, 4, 18, 4]	320	417	[23, 9, 22, 18, 16, 19, 8, 14]	[3, 22, 10, 14, 20, 18, 28, 23]	[6, 20, 7, 11, 13, 10, 21, 15]
pycnosis	[13, 26, 5, 9, 3, 15, 10, 15]	332	429	[23, 5, 11, 11, 1, 1, 0, 25]	[3, 18, 28, 7, 5, 0, 20, 5]	[6, 24, 18, 18, 28, 28, 0, 4]
pyelitis	[13, 26, 18, 20, 10, 16, 10, 15]	460	557	[23, 5, 24, 22, 8, 2, 0, 25]	[3, 18, 12, 18, 12, 1, 20, 5]	[6, 24, 5, 7, 21, 27, 0, 4]
pyknosis	[13, 26, 5, 9, 3, 15, 10, 15]	332	429	[23, 5, 11, 11, 1, 1, 0, 25]	[3, 18, 28, 7, 5, 0, 20, 5]	[6, 24, 18, 18, 28, 28, 0, 4]
pyorrhea	[13, 26, 3, 4, 4, 8, 18, 24]	362	459	[23, 5, 9, 6, 2, 23, 8, 5]	[3, 18, 26, 2, 6, 22, 28, 14]	[6, 24, 20, 23, 27, 6, 21, 24]
pyorrhoea	[13, 26, 3, 4, 4, 8, 22, 24]	378	475	[23, 5, 9, 6, 2, 23, 12, 5]	[3, 18, 26, 2, 6, 22, 3, 14]	[6, 24, 20, 23, 27, 6, 17, 24]
pyrectic	[13, 26, 4, 18, 5, 16, 10, 5]	340	437	[23, 5, 10, 20, 3, 2, 0, 15]	[3, 18, 27, 16, 7, 1, 20, 24]	[6, 24, 19, 9, 26, 27, 0, 14]
pyrethrum	[13, 26, 4, 18, 2, 4, 1, 19]	314	411	[23, 5, 10, 20, 0, 19, 20, 0]	[3, 18, 27, 16, 4, 18, 11, 9]	[6, 24, 19, 9, 0, 10, 9, 0]
pyridine	[13, 26, 4, 10, 23, 10, 9, 18]	404	501	[23, 5, 10, 12, 21, 25, 28, 28]	[3, 18, 27, 8, 25, 24, 19, 8]	[6, 24, 19, 17, 8, 4, 1, 1]
pyrostat	[13, 26, 4, 3, 15, 16, 24, 16]	432	529	[23, 5, 10, 5, 13, 2, 14, 26]	[3, 18, 27, 1, 17, 1, 5, 6]	[6, 24, 19, 24, 16, 27, 15, 3]
pyroxene	[13, 26, 4, 3, 14, 18, 9, 18]	374	471	[23, 5, 10, 5, 12, 4, 28, 28]	[3, 18, 27, 1, 16, 3, 19, 8]	[6, 24, 19, 24, 17, 25, 1, 1]
pythoness	[13, 26, 2, 3, 9, 18, 15, 15]	360	457	[23, 5, 8, 5, 7, 4, 5, 25]	[3, 18, 25, 1, 11, 3, 25, 5]	[6, 24, 21, 24, 22, 25, 24, 4]
pyxidium	[13, 26, 14, 10, 23, 10, 1, 19]	418	515	[23, 5, 20, 12, 21, 25, 20, 0]	[3, 18, 8, 8, 25, 24, 11, 9]	[6, 24, 9, 17, 8, 4, 9, 0]
qindarka	[5, 10, 9, 23, 24, 4, 5, 24]	380	477	[15, 18, 15, 25, 22, 19, 24, 5]	[24, 2, 3, 21, 26, 18, 15, 14]	[14, 11, 14, 4, 7, 10, 5, 24]
quackery	[5, 7, 24, 5, 5, 18, 4, 26]	336	433	[15, 15, 1, 7, 3, 4, 23, 7]	[24, 28, 18, 3, 7, 3, 14, 16]	[14, 14, 28, 22, 26, 25, 6, 22]
quadrant	[5, 7, 24, 23, 4, 24, 9, 16]	414	511	[15, 15, 1, 25, 2, 10, 28, 26]	[24, 28, 18, 21, 6, 9, 19, 6]	[14, 14, 28, 4, 27, 19, 1, 3]
quadrate	[5, 7, 24, 23, 4, 24, 16, 18]	452	549	[15, 15, 1, 25, 2, 10, 6, 28]	[24, 28, 18, 21, 6, 9, 26, 8]	[14, 14, 28, 4, 27, 19, 23, 1]
quadroon	[5, 7, 24, 23, 4, 3, 3, 9]	272	369	[15, 15, 1, 25, 2, 18, 22, 19]	[24, 28, 18, 21, 6, 17, 13, 28]	[14, 14, 28, 4, 27, 11, 7, 10]
quagmire	[5, 7, 24, 6, 19, 10, 4, 18]	326	423	[15, 15, 1, 8, 17, 25, 23, 28]	[24, 28, 18, 4, 21, 24, 14, 8]	[14, 14, 28, 21, 12, 4, 6, 1]
quandang	[5, 7, 24, 9, 23, 24, 9, 6]	390	487	[15, 15, 1, 11, 21, 10, 28, 16]	[24, 28, 18, 7, 25, 9, 19, 25]	[14, 14, 28, 18, 8, 19, 1, 13]
quandary	[5, 7, 24, 9, 23, 24, 4, 26]	458	555	[15, 15, 1, 11, 21, 10, 23, 7]	[24, 28, 18, 7, 25, 9, 14, 16]	[14, 14, 28, 18, 8, 19, 6, 22]
quandong	[5, 7, 24, 9, 23, 3, 9, 6]	300	397	[15, 15, 1, 11, 21, 18, 28, 16]	[24, 28, 18, 7, 25, 17, 19, 25]	[14, 14, 28, 18, 8, 11, 1, 13]
quantity	[5, 7, 24, 9, 16, 10, 16, 26]	410	507	[15, 15, 1, 11, 14, 25, 6, 7]	[24, 28, 18, 7, 18, 24, 26, 16]	[14, 14, 28, 18, 15, 4, 23, 22]
quantong	[5, 7, 24, 9, 16, 3, 9, 6]	270	367	[15, 15, 1, 11, 14, 18, 28, 16]	[24, 28, 18, 7, 18, 17, 19, 25]	[14, 14, 28, 18, 15, 11, 1, 13]
quarrier	[5, 7, 24, 4, 4, 10, 18, 4]	260	357	[15, 15, 1, 6, 2, 25, 8, 14]	[24, 28, 18, 2, 6, 24, 28, 23]	[14, 14, 28, 23, 27, 4, 21, 15]
quartern	[5, 7, 24, 4, 16, 18, 4, 9]	306	403	[15, 15, 1, 6, 14, 4, 23, 19]	[24, 28, 18, 2, 18, 3, 14, 28]	[14, 14, 28, 23, 15, 25, 6, 10]
quarters	[5, 7, 24, 4, 16, 18, 4, 15]	330	427	[15, 15, 1, 6, 14, 4, 23, 25]	[24, 28, 18, 2, 18, 3, 14, 5]	[14, 14, 28, 23, 15, 25, 6, 4]
quartile	[5, 7, 24, 4, 16, 10, 20, 18]	370	467	[15, 15, 1, 6, 14, 25, 10, 28]	[24, 28, 18, 2, 18, 24, 1, 8]	[14, 14, 28, 23, 15, 4, 19, 1]
quatrain	[5, 7, 24, 16, 4, 24, 10, 9]	356	453	[15, 15, 1, 18, 2, 10, 0, 19]	[24, 28, 18, 14, 6, 9, 20, 28]	[14, 14, 28, 11, 27, 19, 0, 10]
quelling	[5, 7, 18, 20, 20, 10, 9, 6]	322	419	[15, 15, 24, 22, 18, 25, 28, 16]	[24, 28, 12, 18, 22, 24, 19, 25]	[14, 14, 5, 7, 11, 4, 1, 13]
quellung	[5, 7, 18, 20, 20, 1, 9, 6]	294	391	[15, 15, 24, 22, 18, 16, 28, 16]	[24, 28, 12, 18, 22, 15, 19, 25]	[14, 14, 5, 7, 11, 13, 1, 13]
quibbler	[5, 7, 10, 17, 17, 20, 18, 4]	336	433	[15, 15, 16, 19, 15, 6, 8, 14]	[24, 28, 4, 15, 19, 5, 28, 23]	[14, 14, 13, 10, 14, 23, 21, 15]
quickset	[5, 7, 10, 5, 5, 15, 18, 16]	268	365	[15, 15, 16, 7, 3, 1, 8, 26]	[24, 28, 4, 3, 7, 0, 28, 6]	[14, 14, 13, 22, 26, 28, 21, 3]
quiddity	[5, 7, 10, 23, 23, 10, 16, 26]	434	531	[15, 15, 16, 25, 21, 25, 6, 7]	[24, 28, 4, 21, 25, 24, 26, 16]	[14, 14, 13, 4, 8, 4, 23, 22]
quidnunc	[5, 7, 10, 23, 9, 1, 9, 5]	226	323	[15, 15, 16, 25, 7, 16, 28, 15]	[24, 28, 4, 21, 11, 15, 19, 24]	[14, 14, 13, 4, 22, 13, 1, 14]
quietism	[5, 7, 10, 18, 16, 10, 15, 19]	344	441	[15, 15, 16, 20, 14, 25, 5, 0]	[24, 28, 4, 16, 18, 24, 25, 9]	[14, 14, 13, 9, 15, 4, 24, 0]
quietist	[5, 7, 10, 18, 16, 10, 15, 16]	332	429	[15, 15, 16, 20, 14, 25, 5, 26]	[24, 28, 4, 16, 18, 24, 25, 6]	[14, 14, 13, 9, 15, 4, 24, 3]
quietude	[5, 7, 10, 18, 16, 1, 23, 18]	348	445	[15, 15, 16, 20, 14, 16, 13, 28]	[24, 28, 4, 16, 18, 15, 4, 8]	[14, 14, 13, 9, 15, 13, 16, 1]
quilting	[5, 7, 10, 20, 16, 10, 9, 6]	272	369	[15, 15, 16, 22, 14, 25, 28, 16]	[24, 28, 4, 18, 18, 24, 19, 25]	[14, 14, 13, 7, 15, 4, 1, 13]
quisling	[5, 7, 10, 15, 20, 10, 9, 6]	266	363	[15, 15, 16, 17, 18, 25, 28, 16]	[24, 28, 4, 13, 22, 24, 19, 25]	[14, 14, 13, 12, 11, 4, 1, 13]
quotation	[5, 7, 3, 16, 24, 16, 27, 9]	390	487	[15, 15, 9, 18, 22, 2, 17, 19]	[24, 28, 26, 14, 26, 1, 8, 28]	[14, 14, 20, 11, 7, 27, 12, 10]
quotient	[5, 7, 3, 16, 10, 18, 9, 16]	284	381	[15, 15, 9, 18, 8, 4, 28, 26]	[24, 28, 26, 14, 12, 3, 19, 6]	[14, 14, 20, 11, 21, 25, 1, 3]
rabidity	[4, 24, 17, 10, 23, 10, 16, 26]	482	579	[14, 3, 23, 12, 21, 25, 6, 7]	[23, 16, 11, 8, 25, 24, 26, 16]	[15, 26, 6, 17, 8, 4, 23, 22]
