Word	Indices	GP sum	GP sum red header	Plaintext minus ciphertext	Plaintext plus ciphertext	Ciphertext_minus_plaintext
hagiology	[8, 24, 6, 27, 20, 3, 6, 26]	444	541	[18, 3, 12, 0, 18, 18, 25, 7]	[27, 16, 0, 25, 22, 17, 16, 16]	[11, 26, 17, 0, 11, 11, 4, 22]
hairball	[8, 24, 10, 4, 17, 24, 20, 20]	466	563	[18, 3, 16, 6, 15, 10, 10, 1]	[27, 16, 4, 2, 19, 9, 1, 10]	[11, 26, 13, 23, 14, 19, 19, 28]
haircare	[8, 24, 10, 4, 5, 24, 4, 18]	350	447	[18, 3, 16, 6, 3, 10, 23, 28]	[27, 16, 4, 2, 7, 9, 14, 8]	[11, 26, 13, 23, 26, 19, 6, 1]
hairgrip	[8, 24, 10, 4, 6, 4, 10, 13]	264	361	[18, 3, 16, 6, 4, 19, 0, 23]	[27, 16, 4, 2, 8, 18, 20, 3]	[11, 26, 13, 23, 25, 10, 0, 6]
hairline	[8, 24, 10, 4, 20, 10, 9, 18]	362	459	[18, 3, 16, 6, 18, 25, 28, 28]	[27, 16, 4, 2, 22, 24, 19, 8]	[11, 26, 13, 23, 11, 4, 1, 1]
hairtail	[8, 24, 10, 4, 16, 24, 10, 20]	422	519	[18, 3, 16, 6, 14, 10, 0, 1]	[27, 16, 4, 2, 18, 9, 20, 10]	[11, 26, 13, 23, 15, 19, 0, 28]
haleness	[8, 24, 20, 18, 9, 18, 15, 15]	462	559	[18, 3, 26, 20, 7, 4, 5, 25]	[27, 16, 14, 16, 11, 3, 25, 5]	[11, 26, 3, 9, 22, 25, 24, 4]
halfback	[8, 24, 20, 0, 17, 24, 5, 5]	379	476	[18, 3, 26, 2, 15, 10, 24, 15]	[27, 16, 14, 27, 19, 9, 15, 24]	[11, 26, 3, 27, 14, 19, 5, 14]
halftime	[8, 24, 20, 0, 16, 10, 19, 18]	423	520	[18, 3, 26, 2, 14, 25, 9, 28]	[27, 16, 14, 27, 18, 24, 0, 8]	[11, 26, 3, 27, 15, 4, 20, 1]
halftone	[8, 24, 20, 0, 16, 3, 9, 18]	357	454	[18, 3, 26, 2, 14, 18, 28, 28]	[27, 16, 14, 27, 18, 17, 19, 8]	[11, 26, 3, 27, 15, 11, 1, 1]
hallmark	[8, 24, 20, 20, 19, 24, 4, 5]	458	555	[18, 3, 26, 22, 17, 10, 23, 15]	[27, 16, 14, 18, 21, 9, 14, 24]	[11, 26, 3, 7, 12, 19, 6, 14]
haloform	[8, 24, 20, 3, 0, 3, 4, 19]	291	388	[18, 3, 26, 5, 27, 18, 23, 0]	[27, 16, 14, 1, 2, 17, 14, 9]	[11, 26, 3, 24, 2, 11, 6, 0]
halophil	[8, 24, 20, 3, 13, 8, 10, 20]	370	467	[18, 3, 26, 5, 11, 23, 0, 1]	[27, 16, 14, 1, 15, 22, 20, 10]	[11, 26, 3, 24, 18, 6, 0, 28]
halothane	[8, 24, 20, 3, 2, 24, 9, 18]	398	495	[18, 3, 26, 5, 0, 10, 28, 28]	[27, 16, 14, 1, 4, 9, 19, 8]	[11, 26, 3, 24, 0, 19, 1, 1]
hamartia	[8, 24, 19, 24, 4, 16, 10, 24]	486	583	[18, 3, 25, 26, 2, 2, 0, 5]	[27, 16, 13, 22, 6, 1, 20, 14]	[11, 26, 4, 3, 27, 27, 0, 24]
handball	[8, 24, 9, 23, 17, 24, 20, 20]	542	639	[18, 3, 15, 25, 15, 10, 10, 1]	[27, 16, 3, 21, 19, 9, 1, 10]	[11, 26, 14, 4, 14, 19, 19, 28]
handbell	[8, 24, 9, 23, 17, 18, 20, 20]	512	609	[18, 3, 15, 25, 15, 4, 10, 1]	[27, 16, 3, 21, 19, 3, 1, 10]	[11, 26, 14, 4, 14, 25, 19, 28]
handbill	[8, 24, 9, 23, 17, 10, 20, 20]	476	573	[18, 3, 15, 25, 15, 25, 10, 1]	[27, 16, 3, 21, 19, 24, 1, 10]	[11, 26, 14, 4, 14, 4, 19, 28]
handbook	[8, 24, 9, 23, 17, 3, 3, 5]	326	423	[18, 3, 15, 25, 15, 18, 22, 15]	[27, 16, 3, 21, 19, 17, 13, 24]	[11, 26, 14, 4, 14, 11, 7, 14]
handcart	[8, 24, 9, 23, 5, 24, 4, 16]	418	515	[18, 3, 15, 25, 3, 10, 23, 26]	[27, 16, 3, 21, 7, 9, 14, 6]	[11, 26, 14, 4, 26, 19, 6, 3]
handclap	[8, 24, 9, 23, 5, 20, 24, 13]	464	561	[18, 3, 15, 25, 3, 6, 14, 23]	[27, 16, 3, 21, 7, 5, 5, 3]	[11, 26, 14, 4, 26, 23, 15, 6]
handcuff	[8, 24, 9, 23, 5, 1, 0, 0]	258	355	[18, 3, 15, 25, 3, 16, 19, 10]	[27, 16, 3, 21, 7, 15, 10, 19]	[11, 26, 14, 4, 26, 13, 10, 19]
handgrip	[8, 24, 9, 23, 6, 4, 10, 13]	340	437	[18, 3, 15, 25, 4, 19, 0, 23]	[27, 16, 3, 21, 8, 18, 20, 3]	[11, 26, 14, 4, 25, 10, 0, 6]
handhold	[8, 24, 9, 23, 8, 3, 20, 23]	430	527	[18, 3, 15, 25, 6, 18, 10, 4]	[27, 16, 3, 21, 10, 17, 1, 13]	[11, 26, 14, 4, 23, 11, 19, 25]
handicap	[8, 24, 9, 23, 10, 5, 24, 13]	422	519	[18, 3, 15, 25, 8, 20, 14, 23]	[27, 16, 3, 21, 12, 19, 5, 3]	[11, 26, 14, 4, 21, 9, 15, 6]
handline	[8, 24, 9, 23, 20, 10, 9, 18]	438	535	[18, 3, 15, 25, 18, 25, 28, 28]	[27, 16, 3, 21, 22, 24, 19, 8]	[11, 26, 14, 4, 11, 4, 1, 1]
handling	[8, 24, 9, 23, 20, 10, 9, 6]	388	485	[18, 3, 15, 25, 18, 25, 28, 16]	[27, 16, 3, 21, 22, 24, 19, 25]	[11, 26, 14, 4, 11, 4, 1, 13]
handlock	[8, 24, 9, 23, 20, 3, 5, 5]	344	441	[18, 3, 15, 25, 18, 18, 24, 15]	[27, 16, 3, 21, 22, 17, 15, 24]	[11, 26, 14, 4, 11, 11, 5, 14]
handloom	[8, 24, 9, 23, 20, 3, 3, 19]	396	493	[18, 3, 15, 25, 18, 18, 22, 0]	[27, 16, 3, 21, 22, 17, 13, 9]	[11, 26, 14, 4, 11, 11, 7, 0]
handmaid	[8, 24, 9, 23, 19, 24, 10, 23]	526	623	[18, 3, 15, 25, 17, 10, 0, 4]	[27, 16, 3, 21, 21, 9, 20, 13]	[11, 26, 14, 4, 12, 19, 0, 25]
handover	[8, 24, 9, 23, 3, 1, 18, 4]	326	423	[18, 3, 15, 25, 1, 16, 8, 14]	[27, 16, 3, 21, 5, 15, 28, 23]	[11, 26, 14, 4, 28, 13, 21, 15]
handrail	[8, 24, 9, 23, 4, 24, 10, 20]	450	547	[18, 3, 15, 25, 2, 10, 0, 1]	[27, 16, 3, 21, 6, 9, 20, 10]	[11, 26, 14, 4, 27, 19, 0, 28]
handrest	[8, 24, 9, 23, 4, 18, 15, 16]	428	525	[18, 3, 15, 25, 2, 4, 5, 26]	[27, 16, 3, 21, 6, 3, 25, 6]	[11, 26, 14, 4, 27, 25, 24, 3]
handwork	[8, 24, 9, 23, 7, 3, 4, 5]	288	385	[18, 3, 15, 25, 5, 18, 23, 15]	[27, 16, 3, 21, 9, 17, 14, 24]	[11, 26, 14, 4, 24, 11, 6, 14]
handyman	[8, 24, 9, 23, 26, 19, 24, 9]	538	635	[18, 3, 15, 25, 24, 5, 14, 19]	[27, 16, 3, 21, 28, 4, 5, 28]	[11, 26, 14, 4, 5, 24, 15, 10]
haploidy	[8, 24, 13, 20, 3, 10, 23, 26]	466	563	[18, 3, 19, 22, 1, 25, 13, 7]	[27, 16, 7, 18, 5, 24, 4, 16]	[11, 26, 10, 7, 28, 4, 16, 22]
harakiri	[8, 24, 4, 24, 5, 10, 4, 10]	314	411	[18, 3, 10, 26, 3, 25, 23, 20]	[27, 16, 27, 22, 7, 24, 14, 0]	[11, 26, 19, 3, 26, 4, 6, 9]
haranguer	[8, 24, 4, 24, 21, 1, 18, 4]	388	485	[18, 3, 10, 26, 19, 16, 8, 14]	[27, 16, 27, 22, 23, 15, 28, 23]	[11, 26, 19, 3, 10, 13, 21, 15]
harasser	[8, 24, 4, 24, 15, 15, 18, 4]	412	509	[18, 3, 10, 26, 13, 1, 8, 14]	[27, 16, 27, 22, 17, 0, 28, 23]	[11, 26, 19, 3, 16, 28, 21, 15]
hardback	[8, 24, 4, 23, 17, 24, 5, 5]	404	501	[18, 3, 10, 25, 15, 10, 24, 15]	[27, 16, 27, 21, 19, 9, 15, 24]	[11, 26, 19, 4, 14, 19, 5, 14]
hardbake	[8, 24, 4, 23, 17, 24, 5, 18]	458	555	[18, 3, 10, 25, 15, 10, 24, 28]	[27, 16, 27, 21, 19, 9, 15, 8]	[11, 26, 19, 4, 14, 19, 5, 1]
hardball	[8, 24, 4, 23, 17, 24, 20, 20]	524	621	[18, 3, 10, 25, 15, 10, 10, 1]	[27, 16, 27, 21, 19, 9, 1, 10]	[11, 26, 19, 4, 14, 19, 19, 28]
hardener	[8, 24, 4, 23, 18, 9, 18, 4]	394	491	[18, 3, 10, 25, 16, 24, 8, 14]	[27, 16, 27, 21, 20, 23, 28, 23]	[11, 26, 19, 4, 13, 5, 21, 15]
hardheads	[8, 24, 4, 23, 8, 28, 23, 15]	494	591	[18, 3, 10, 25, 6, 14, 13, 25]	[27, 16, 27, 21, 10, 13, 4, 5]	[11, 26, 19, 4, 23, 15, 16, 4]
hardness	[8, 24, 4, 23, 9, 18, 15, 15]	422	519	[18, 3, 10, 25, 7, 4, 5, 25]	[27, 16, 27, 21, 11, 3, 25, 5]	[11, 26, 19, 4, 22, 25, 24, 4]
hardship	[8, 24, 4, 23, 15, 8, 10, 13]	370	467	[18, 3, 10, 25, 13, 23, 0, 23]	[27, 16, 27, 21, 17, 22, 20, 3]	[11, 26, 19, 4, 16, 6, 0, 6]
hardtack	[8, 24, 4, 23, 16, 24, 5, 5]	402	499	[18, 3, 10, 25, 14, 10, 24, 15]	[27, 16, 27, 21, 18, 9, 15, 24]	[11, 26, 19, 4, 15, 19, 5, 14]
hardware	[8, 24, 4, 23, 7, 24, 4, 18]	414	511	[18, 3, 10, 25, 5, 10, 23, 28]	[27, 16, 27, 21, 9, 9, 14, 8]	[11, 26, 19, 4, 24, 19, 6, 1]
hardwood	[8, 24, 4, 23, 7, 3, 3, 23]	342	439	[18, 3, 10, 25, 5, 18, 22, 4]	[27, 16, 27, 21, 9, 17, 13, 13]	[11, 26, 19, 4, 24, 11, 7, 25]
harebell	[8, 24, 4, 18, 17, 18, 20, 20]	472	569	[18, 3, 10, 20, 15, 4, 10, 1]	[27, 16, 27, 16, 19, 3, 1, 10]	[11, 26, 19, 9, 14, 25, 19, 28]
harikari	[8, 24, 4, 10, 5, 24, 4, 10]	314	411	[18, 3, 10, 12, 3, 10, 23, 20]	[27, 16, 27, 8, 7, 9, 14, 0]	[11, 26, 19, 17, 26, 19, 6, 9]
harlotry	[8, 24, 4, 20, 3, 16, 4, 26]	384	481	[18, 3, 10, 22, 1, 2, 23, 7]	[27, 16, 27, 18, 5, 1, 14, 16]	[11, 26, 19, 7, 28, 27, 6, 22]
harmonic	[8, 24, 4, 19, 3, 9, 10, 5]	282	379	[18, 3, 10, 21, 1, 24, 0, 15]	[27, 16, 27, 17, 5, 23, 20, 24]	[11, 26, 19, 8, 28, 5, 0, 14]
harpulla	[8, 24, 4, 13, 1, 20, 20, 24]	420	517	[18, 3, 10, 15, 28, 6, 10, 5]	[27, 16, 27, 11, 3, 5, 1, 14]	[11, 26, 19, 14, 1, 23, 19, 24]
harridan	[8, 24, 4, 4, 10, 23, 24, 9]	388	485	[18, 3, 10, 6, 8, 9, 14, 19]	[27, 16, 27, 2, 12, 8, 5, 28]	[11, 26, 19, 23, 21, 20, 15, 10]
hasheesh	[8, 24, 15, 8, 18, 18, 15, 8]	406	503	[18, 3, 21, 10, 16, 4, 5, 18]	[27, 16, 9, 6, 20, 3, 25, 27]	[11, 26, 8, 19, 13, 25, 24, 11]
hashmark	[8, 24, 15, 8, 19, 24, 4, 5]	388	485	[18, 3, 21, 10, 17, 10, 23, 15]	[27, 16, 9, 6, 21, 9, 14, 24]	[11, 26, 8, 19, 12, 19, 6, 14]
hatchery	[8, 24, 16, 5, 8, 18, 4, 26]	396	493	[18, 3, 22, 7, 6, 4, 23, 7]	[27, 16, 10, 3, 10, 3, 14, 16]	[11, 26, 7, 22, 23, 25, 6, 22]
hatching	[8, 24, 16, 5, 8, 10, 9, 6]	292	389	[18, 3, 22, 7, 6, 25, 28, 16]	[27, 16, 10, 3, 10, 24, 19, 25]	[11, 26, 7, 22, 23, 4, 1, 13]
hatchway	[8, 24, 16, 5, 8, 7, 24, 26]	434	531	[18, 3, 22, 7, 6, 22, 14, 7]	[27, 16, 10, 3, 10, 21, 5, 16]	[11, 26, 7, 22, 23, 7, 15, 22]
hatmaker	[8, 24, 16, 19, 24, 5, 18, 4]	438	535	[18, 3, 22, 21, 22, 20, 8, 14]	[27, 16, 10, 17, 26, 19, 28, 23]	[11, 26, 7, 8, 7, 9, 21, 15]
hauncher	[8, 24, 1, 9, 5, 8, 18, 4]	266	363	[18, 3, 7, 11, 3, 23, 8, 14]	[27, 16, 24, 7, 7, 22, 28, 23]	[11, 26, 22, 18, 26, 6, 21, 15]
hautbois	[8, 24, 1, 16, 17, 3, 10, 15]	334	431	[18, 3, 7, 18, 15, 18, 0, 25]	[27, 16, 24, 14, 19, 17, 20, 5]	[11, 26, 22, 11, 14, 11, 0, 4]
havelock	[8, 24, 1, 18, 20, 3, 5, 5]	296	393	[18, 3, 7, 20, 18, 18, 24, 15]	[27, 16, 24, 16, 22, 17, 15, 24]	[11, 26, 22, 9, 11, 11, 5, 14]
hawfinch	[8, 24, 7, 0, 10, 9, 5, 8]	237	334	[18, 3, 13, 2, 8, 24, 24, 18]	[27, 16, 1, 27, 12, 23, 15, 27]	[11, 26, 16, 27, 21, 5, 5, 11]
hawkbill	[8, 24, 7, 5, 17, 10, 20, 20]	390	487	[18, 3, 13, 7, 15, 25, 10, 1]	[27, 16, 1, 3, 19, 24, 1, 10]	[11, 26, 16, 22, 14, 4, 19, 28]
hawkmoth	[8, 24, 7, 5, 19, 3, 16, 8]	312	409	[18, 3, 13, 7, 17, 18, 6, 18]	[27, 16, 1, 3, 21, 17, 26, 27]	[11, 26, 16, 22, 12, 11, 23, 11]
hawkshaw	[8, 24, 7, 5, 15, 8, 24, 7]	344	441	[18, 3, 13, 7, 13, 23, 14, 17]	[27, 16, 1, 3, 17, 22, 5, 26]	[11, 26, 16, 22, 16, 6, 15, 12]
hawkweed	[8, 24, 7, 5, 7, 18, 18, 23]	394	491	[18, 3, 13, 7, 5, 4, 8, 4]	[27, 16, 1, 3, 9, 3, 28, 13]	[11, 26, 16, 22, 24, 25, 21, 25]
hayfield	[8, 24, 26, 0, 10, 18, 20, 23]	485	582	[18, 3, 3, 2, 8, 4, 10, 4]	[27, 16, 20, 27, 12, 3, 1, 13]	[11, 26, 26, 27, 21, 25, 19, 25]
haymaker	[8, 24, 26, 19, 24, 5, 18, 4]	482	579	[18, 3, 3, 21, 22, 20, 8, 14]	[27, 16, 20, 17, 26, 19, 28, 23]	[11, 26, 26, 8, 7, 9, 21, 15]
haystack	[8, 24, 26, 15, 16, 24, 5, 5]	458	555	[18, 3, 3, 17, 14, 10, 24, 15]	[27, 16, 20, 13, 18, 9, 15, 24]	[11, 26, 26, 12, 15, 19, 5, 14]
hazelnut	[8, 24, 15, 18, 20, 9, 1, 16]	404	501	[18, 3, 21, 20, 18, 24, 20, 26]	[27, 16, 9, 16, 22, 23, 11, 6]	[11, 26, 8, 9, 11, 5, 9, 3]
haziness	[8, 24, 15, 10, 9, 18, 15, 15]	406	503	[18, 3, 21, 12, 7, 4, 5, 25]	[27, 16, 9, 8, 11, 3, 25, 5]	[11, 26, 8, 17, 22, 25, 24, 4]
headboard	[8, 28, 23, 17, 3, 24, 4, 23]	486	583	[18, 7, 0, 19, 1, 10, 23, 4]	[27, 20, 17, 15, 5, 9, 14, 13]	[11, 22, 0, 10, 28, 19, 6, 25]
headcanon	[8, 28, 23, 5, 24, 9, 3, 9]	396	493	[18, 7, 0, 7, 22, 24, 22, 19]	[27, 20, 17, 3, 26, 23, 13, 28]	[11, 22, 0, 22, 7, 5, 7, 10]
headcount	[8, 28, 23, 5, 3, 1, 9, 16]	332	429	[18, 7, 0, 7, 1, 16, 28, 26]	[27, 20, 17, 3, 5, 15, 19, 6]	[11, 22, 0, 22, 28, 13, 1, 3]
headdress	[8, 28, 23, 23, 4, 18, 15, 15]	494	591	[18, 7, 0, 25, 2, 4, 5, 25]	[27, 20, 17, 21, 6, 3, 25, 5]	[11, 22, 0, 4, 27, 25, 24, 4]
headiness	[8, 28, 23, 10, 9, 18, 15, 15]	454	551	[18, 7, 0, 12, 7, 4, 5, 25]	[27, 20, 17, 8, 11, 3, 25, 5]	[11, 22, 0, 17, 22, 25, 24, 4]
headlight	[8, 28, 23, 20, 10, 6, 8, 16]	424	521	[18, 7, 0, 22, 8, 21, 27, 26]	[27, 20, 17, 18, 12, 20, 18, 6]	[11, 22, 0, 7, 21, 8, 2, 3]
headliner	[8, 28, 23, 20, 10, 9, 18, 4]	432	529	[18, 7, 0, 22, 8, 24, 8, 14]	[27, 20, 17, 18, 12, 23, 28, 23]	[11, 22, 0, 7, 21, 5, 21, 15]
headphone	[8, 28, 23, 13, 8, 3, 9, 18]	390	487	[18, 7, 0, 15, 6, 18, 28, 28]	[27, 20, 17, 11, 10, 17, 19, 8]	[11, 22, 0, 14, 23, 11, 1, 1]
headpiece	[8, 28, 23, 13, 10, 18, 5, 18]	442	539	[18, 7, 0, 15, 8, 4, 24, 28]	[27, 20, 17, 11, 12, 3, 15, 8]	[11, 22, 0, 14, 21, 25, 5, 1]
headscarf	[8, 28, 23, 15, 5, 24, 4, 0]	397	494	[18, 7, 0, 17, 3, 10, 23, 10]	[27, 20, 17, 13, 7, 9, 14, 19]	[11, 22, 0, 12, 26, 19, 6, 19]
headshake	[8, 28, 23, 15, 8, 24, 5, 18]	474	571	[18, 7, 0, 17, 6, 10, 24, 28]	[27, 20, 17, 13, 10, 9, 15, 8]	[11, 22, 0, 12, 23, 19, 5, 1]
headspace	[8, 28, 23, 15, 13, 24, 5, 18]	494	591	[18, 7, 0, 17, 11, 10, 24, 28]	[27, 20, 17, 13, 15, 9, 15, 8]	[11, 22, 0, 12, 18, 19, 5, 1]
headstall	[8, 28, 23, 15, 16, 24, 20, 20]	576	673	[18, 7, 0, 17, 14, 10, 10, 1]	[27, 20, 17, 13, 18, 9, 1, 10]	[11, 22, 0, 12, 15, 19, 19, 28]
headstand	[8, 28, 23, 15, 16, 24, 9, 23]	548	645	[18, 7, 0, 17, 14, 10, 28, 4]	[27, 20, 17, 13, 18, 9, 19, 13]	[11, 22, 0, 12, 15, 19, 1, 25]
headstock	[8, 28, 23, 15, 16, 3, 5, 5]	366	463	[18, 7, 0, 17, 14, 18, 24, 15]	[27, 20, 17, 13, 18, 17, 15, 24]	[11, 22, 0, 12, 15, 11, 5, 14]
headstone	[8, 28, 23, 15, 16, 3, 9, 18]	436	533	[18, 7, 0, 17, 14, 18, 28, 28]	[27, 20, 17, 13, 18, 17, 19, 8]	[11, 22, 0, 12, 15, 11, 1, 1]
headstream	[8, 28, 23, 15, 16, 4, 28, 19]	524	621	[18, 7, 0, 17, 14, 19, 18, 0]	[27, 20, 17, 13, 18, 18, 9, 9]	[11, 22, 0, 12, 15, 10, 11, 0]
headwater	[8, 28, 23, 7, 24, 16, 18, 4]	474	571	[18, 7, 0, 9, 22, 2, 8, 14]	[27, 20, 17, 5, 26, 1, 28, 23]	[11, 22, 0, 20, 7, 27, 21, 15]
healthcare	[8, 28, 20, 2, 5, 24, 4, 18]	398	495	[18, 7, 26, 4, 3, 10, 23, 28]	[27, 20, 14, 0, 7, 9, 14, 8]	[11, 22, 3, 25, 26, 19, 6, 1]
heartache	[8, 28, 4, 16, 24, 5, 8, 18]	402	499	[18, 7, 10, 18, 22, 20, 27, 28]	[27, 20, 27, 14, 26, 19, 18, 8]	[11, 22, 19, 11, 7, 9, 2, 1]
heartbreak	[8, 28, 4, 16, 17, 4, 28, 5]	396	493	[18, 7, 10, 18, 15, 19, 18, 15]	[27, 20, 27, 14, 19, 18, 9, 24]	[11, 22, 19, 11, 14, 10, 11, 14]
heartburn	[8, 28, 4, 16, 17, 1, 4, 9]	306	403	[18, 7, 10, 18, 15, 16, 23, 19]	[27, 20, 27, 14, 19, 15, 14, 28]	[11, 22, 19, 11, 14, 13, 6, 10]
heartland	[8, 28, 4, 16, 20, 24, 9, 23]	490	587	[18, 7, 10, 18, 18, 10, 28, 4]	[27, 20, 27, 14, 22, 9, 19, 13]	[11, 22, 19, 11, 11, 19, 1, 25]
heartsease	[8, 28, 4, 16, 15, 28, 15, 18]	484	581	[18, 7, 10, 18, 13, 14, 5, 28]	[27, 20, 27, 14, 17, 13, 25, 8]	[11, 22, 19, 11, 16, 15, 24, 1]
heartseed	[8, 28, 4, 16, 15, 18, 18, 23]	478	575	[18, 7, 10, 18, 13, 4, 8, 4]	[27, 20, 27, 14, 17, 3, 28, 13]	[11, 22, 19, 11, 16, 25, 21, 25]
heartthrob	[8, 28, 4, 16, 2, 4, 3, 17]	286	383	[18, 7, 10, 18, 0, 19, 22, 27]	[27, 20, 27, 14, 4, 18, 13, 7]	[11, 22, 19, 11, 0, 10, 7, 2]
heartwood	[8, 28, 4, 16, 7, 3, 3, 23]	324	421	[18, 7, 10, 18, 5, 18, 22, 4]	[27, 20, 27, 14, 9, 17, 13, 13]	[11, 22, 19, 11, 24, 11, 7, 25]
heathenism	[8, 28, 2, 18, 9, 10, 15, 19]	388	485	[18, 7, 8, 20, 7, 25, 5, 0]	[27, 20, 25, 16, 11, 24, 25, 9]	[11, 22, 21, 9, 22, 4, 24, 0]
heaviness	[8, 28, 1, 10, 9, 18, 15, 15]	368	465	[18, 7, 7, 12, 7, 4, 5, 25]	[27, 20, 24, 8, 11, 3, 25, 5]	[11, 22, 22, 17, 22, 25, 24, 4]
hebdomad	[8, 18, 17, 23, 3, 19, 24, 23]	504	601	[18, 26, 23, 25, 1, 5, 14, 4]	[27, 10, 11, 21, 5, 4, 5, 13]	[11, 3, 6, 4, 28, 24, 15, 25]
hebetude	[8, 18, 17, 18, 16, 1, 23, 18]	436	533	[18, 26, 23, 20, 14, 16, 13, 28]	[27, 10, 11, 16, 18, 15, 4, 8]	[11, 3, 6, 9, 15, 13, 16, 1]
hecatomb	[8, 18, 5, 24, 16, 3, 19, 17]	398	495	[18, 26, 11, 26, 14, 18, 9, 27]	[27, 10, 28, 22, 18, 17, 0, 7]	[11, 3, 18, 3, 15, 11, 20, 2]
heckling	[8, 18, 5, 5, 20, 10, 9, 6]	266	363	[18, 26, 11, 7, 18, 25, 28, 16]	[27, 10, 28, 3, 22, 24, 19, 25]	[11, 3, 18, 22, 11, 4, 1, 13]
hedgehog	[8, 18, 23, 6, 18, 8, 3, 6]	310	407	[18, 26, 0, 8, 16, 23, 22, 16]	[27, 10, 17, 4, 20, 22, 13, 25]	[11, 3, 0, 21, 13, 6, 7, 13]
hedgerow	[8, 18, 23, 6, 18, 4, 3, 7]	300	397	[18, 26, 0, 8, 16, 19, 22, 17]	[27, 10, 17, 4, 20, 18, 13, 26]	[11, 3, 0, 21, 13, 10, 7, 12]
hedonism	[8, 18, 23, 3, 9, 10, 15, 19]	370	467	[18, 26, 0, 5, 7, 25, 5, 0]	[27, 10, 17, 1, 11, 24, 25, 9]	[11, 3, 0, 24, 22, 4, 24, 0]
hedonist	[8, 18, 23, 3, 9, 10, 15, 16]	358	455	[18, 26, 0, 5, 7, 25, 5, 26]	[27, 10, 17, 1, 11, 24, 25, 6]	[11, 3, 0, 24, 22, 4, 24, 3]
heelbone	[8, 18, 18, 20, 17, 3, 9, 18]	394	491	[18, 26, 24, 22, 15, 18, 28, 28]	[27, 10, 12, 18, 19, 17, 19, 8]	[11, 3, 5, 7, 14, 11, 1, 1]
hegemony	[8, 18, 6, 18, 19, 3, 9, 26]	384	481	[18, 26, 12, 20, 17, 18, 28, 7]	[27, 10, 0, 16, 21, 17, 19, 16]	[11, 3, 17, 9, 12, 11, 1, 22]
heirloom	[8, 18, 10, 4, 20, 3, 3, 19]	290	387	[18, 26, 16, 6, 18, 18, 22, 0]	[27, 10, 4, 2, 22, 17, 13, 9]	[11, 3, 13, 23, 11, 11, 7, 0]
helianthus	[8, 18, 20, 27, 9, 2, 1, 15]	360	457	[18, 26, 26, 0, 7, 17, 20, 25]	[27, 10, 14, 25, 11, 16, 11, 5]	[11, 3, 3, 0, 22, 12, 9, 4]
heliogram	[8, 18, 20, 27, 6, 4, 24, 19]	466	563	[18, 26, 26, 0, 4, 19, 14, 0]	[27, 10, 14, 25, 8, 18, 5, 9]	[11, 3, 3, 0, 25, 10, 15, 0]
heliopsis	[8, 18, 20, 27, 13, 15, 10, 15]	450	547	[18, 26, 26, 0, 11, 1, 0, 25]	[27, 10, 14, 25, 15, 0, 20, 5]	[11, 3, 3, 0, 18, 28, 0, 4]
heliotype	[8, 18, 20, 27, 16, 26, 13, 18]	542	639	[18, 26, 26, 0, 14, 12, 3, 28]	[27, 10, 14, 25, 18, 11, 23, 8]	[11, 3, 3, 0, 15, 17, 26, 1]
heliozoan	[8, 18, 20, 27, 15, 3, 24, 9]	456	553	[18, 26, 26, 0, 13, 18, 14, 19]	[27, 10, 14, 25, 17, 17, 5, 28]	[11, 3, 3, 0, 16, 11, 15, 10]
heliport	[8, 18, 20, 10, 13, 3, 4, 16]	314	411	[18, 26, 26, 12, 11, 18, 23, 26]	[27, 10, 14, 8, 15, 17, 14, 6]	[11, 3, 3, 17, 18, 11, 6, 3]
hellfire	[8, 18, 20, 20, 0, 10, 4, 18]	347	444	[18, 26, 26, 22, 27, 25, 23, 28]	[27, 10, 14, 18, 2, 24, 14, 8]	[11, 3, 3, 7, 2, 4, 6, 1]
hellhole	[8, 18, 20, 20, 8, 3, 20, 18]	406	503	[18, 26, 26, 22, 6, 18, 10, 28]	[27, 10, 14, 18, 10, 17, 1, 8]	[11, 3, 3, 7, 23, 11, 19, 1]
helminth	[8, 18, 20, 19, 10, 9, 16, 8]	376	473	[18, 26, 26, 21, 8, 24, 6, 18]	[27, 10, 14, 17, 12, 23, 26, 27]	[11, 3, 3, 8, 21, 5, 23, 11]
helmsman	[8, 18, 20, 19, 15, 19, 24, 9]	484	581	[18, 26, 26, 21, 13, 5, 14, 19]	[27, 10, 14, 17, 17, 4, 5, 28]	[11, 3, 3, 8, 16, 24, 15, 10]
helpdesk	[8, 18, 20, 13, 23, 18, 15, 5]	428	525	[18, 26, 26, 15, 21, 4, 5, 15]	[27, 10, 14, 11, 25, 3, 25, 24]	[11, 3, 3, 14, 8, 25, 24, 14]
helpmate	[8, 18, 20, 13, 19, 24, 16, 18]	500	597	[18, 26, 26, 15, 17, 10, 6, 28]	[27, 10, 14, 11, 21, 9, 26, 8]	[11, 3, 3, 14, 12, 19, 23, 1]
helpmeet	[8, 18, 20, 13, 19, 18, 18, 16]	470	567	[18, 26, 26, 15, 17, 4, 8, 26]	[27, 10, 14, 11, 21, 3, 28, 6]	[11, 3, 3, 14, 12, 25, 21, 3]
helvella	[8, 18, 20, 1, 18, 20, 20, 24]	476	573	[18, 26, 26, 3, 16, 6, 10, 5]	[27, 10, 14, 28, 20, 5, 1, 14]	[11, 3, 3, 26, 13, 23, 19, 24]
