Word;Indices;GP sum;GP sum red header;Plaintext minus ciphertext;Plaintext plus ciphertext;Ciphertext_minus_plaintext
Burlington;[17, 1, 4, 20, 21, 16, 3, 9];322;419;[27, 9, 10, 22, 19, 2, 22, 19];[7, 22, 27, 18, 23, 1, 13, 28];[2, 20, 19, 7, 10, 27, 7, 10]
Burnside;[17, 1, 4, 9, 15, 10, 23, 18];344;441;[27, 9, 10, 11, 13, 25, 13, 28];[7, 22, 27, 7, 17, 24, 4, 8];[2, 20, 19, 18, 16, 4, 16, 1]
Burundian;[17, 1, 4, 1, 9, 23, 27, 9];332;429;[27, 9, 10, 3, 7, 9, 17, 19];[7, 22, 27, 28, 11, 8, 8, 28];[2, 20, 19, 26, 22, 20, 12, 10]
Bushnell;[17, 1, 15, 8, 9, 18, 20, 20];382;479;[27, 9, 21, 10, 7, 4, 10, 1];[7, 22, 9, 6, 11, 3, 1, 10];[2, 20, 8, 19, 22, 25, 19, 28]
Byelarus;[17, 26, 18, 20, 24, 4, 1, 15];468;565;[27, 5, 24, 22, 22, 19, 20, 25];[7, 18, 12, 18, 26, 18, 11, 5];[2, 24, 5, 7, 7, 10, 9, 4]
Byronism;[17, 26, 4, 3, 9, 10, 15, 19];366;463;[27, 5, 10, 5, 7, 25, 5, 0];[7, 18, 27, 1, 11, 24, 25, 9];[2, 24, 19, 24, 22, 4, 24, 0]
Cabalism;[5, 24, 17, 24, 20, 10, 15, 19];496;593;[15, 3, 23, 26, 18, 25, 5, 0];[24, 16, 11, 22, 22, 24, 25, 9];[14, 26, 6, 3, 11, 4, 24, 0]
Cabalist;[5, 24, 17, 24, 20, 10, 15, 16];484;581;[15, 3, 23, 26, 18, 25, 5, 26];[24, 16, 11, 22, 22, 24, 25, 6];[14, 26, 6, 3, 11, 4, 24, 3]
Cabbalah;[5, 24, 17, 17, 24, 20, 24, 8];522;619;[15, 3, 23, 19, 22, 6, 14, 18];[24, 16, 11, 15, 26, 5, 5, 27];[14, 26, 6, 10, 7, 23, 15, 11]
Cabernet;[5, 24, 17, 18, 4, 9, 18, 16];404;501;[15, 3, 23, 20, 2, 24, 8, 26];[24, 16, 11, 16, 6, 23, 28, 6];[14, 26, 6, 9, 27, 5, 21, 3]
Cactaceae;[5, 24, 5, 16, 24, 5, 28, 18];468;565;[15, 3, 11, 18, 22, 20, 18, 28];[24, 16, 28, 14, 26, 19, 9, 8];[14, 26, 18, 11, 7, 9, 11, 1]
Caesarism;[5, 25, 15, 24, 4, 10, 15, 19];430;527;[15, 4, 21, 26, 2, 25, 5, 0];[24, 17, 9, 22, 6, 24, 25, 9];[14, 25, 8, 3, 27, 4, 24, 0]
Calabria;[5, 24, 20, 24, 17, 4, 10, 24];480;577;[15, 3, 26, 26, 15, 19, 0, 5];[24, 16, 14, 22, 19, 18, 20, 14];[14, 26, 3, 3, 14, 10, 0, 24]
Calapuya;[5, 24, 20, 24, 13, 1, 26, 24];526;623;[15, 3, 26, 26, 11, 16, 16, 5];[24, 16, 14, 22, 15, 15, 7, 14];[14, 26, 3, 3, 18, 13, 13, 24]
Calcutta;[5, 24, 20, 5, 1, 16, 16, 24];414;511;[15, 3, 26, 7, 28, 2, 6, 5];[24, 16, 14, 3, 3, 1, 26, 14];[14, 26, 3, 22, 1, 27, 23, 24]
Calderon;[5, 24, 20, 23, 18, 4, 3, 9];386;483;[15, 3, 26, 25, 16, 19, 22, 19];[24, 16, 14, 21, 20, 18, 13, 28];[14, 26, 3, 4, 13, 10, 7, 10]
Caldwell;[5, 24, 20, 23, 7, 18, 20, 20];504;601;[15, 3, 26, 25, 5, 4, 10, 1];[24, 16, 14, 21, 9, 3, 1, 10];[14, 26, 3, 4, 24, 25, 19, 28]
Calidris;[5, 24, 20, 10, 23, 4, 10, 15];398;495;[15, 3, 26, 12, 21, 19, 0, 25];[24, 16, 14, 8, 25, 18, 20, 5];[14, 26, 3, 17, 8, 10, 0, 4]
Caligula;[5, 24, 20, 10, 6, 1, 20, 24];404;501;[15, 3, 26, 12, 4, 16, 10, 5];[24, 16, 14, 8, 8, 15, 1, 14];[14, 26, 3, 17, 25, 13, 19, 24]
Callisto;[5, 24, 20, 20, 10, 15, 16, 3];406;503;[15, 3, 26, 22, 8, 1, 6, 13];[24, 16, 14, 18, 12, 0, 26, 22];[14, 26, 3, 7, 21, 28, 23, 16]
Caloocan;[5, 24, 20, 3, 3, 5, 24, 9];336;433;[15, 3, 26, 5, 1, 20, 14, 19];[24, 16, 14, 1, 5, 19, 5, 28];[14, 26, 3, 24, 28, 9, 15, 10]
Calvados;[5, 24, 20, 1, 24, 23, 3, 15];432;529;[15, 3, 26, 3, 22, 9, 22, 25];[24, 16, 14, 28, 26, 8, 13, 5];[14, 26, 3, 26, 7, 20, 7, 4]
Calvatia;[5, 24, 20, 1, 24, 16, 10, 24];470;567;[15, 3, 26, 3, 22, 2, 0, 5];[24, 16, 14, 28, 26, 1, 20, 14];[14, 26, 3, 26, 7, 27, 0, 24]
Camassia;[5, 24, 19, 24, 15, 15, 10, 24];512;609;[15, 3, 25, 26, 13, 1, 0, 5];[24, 16, 13, 22, 17, 0, 20, 14];[14, 26, 4, 3, 16, 28, 0, 24]
Cambarus;[5, 24, 19, 17, 24, 4, 1, 15];406;503;[15, 3, 25, 19, 22, 19, 20, 25];[24, 16, 13, 15, 26, 18, 11, 5];[14, 26, 4, 10, 7, 10, 9, 4]
Cambodia;[5, 24, 19, 17, 3, 23, 10, 24];466;563;[15, 3, 25, 19, 1, 9, 0, 5];[24, 16, 13, 15, 5, 8, 20, 14];[14, 26, 4, 10, 28, 20, 0, 24]
Cambodian;[5, 24, 19, 17, 3, 23, 27, 9];474;571;[15, 3, 25, 19, 1, 9, 17, 19];[24, 16, 13, 15, 5, 8, 8, 28];[14, 26, 4, 10, 28, 20, 12, 10]
Camelina;[5, 24, 19, 18, 20, 10, 9, 24];478;575;[15, 3, 25, 20, 18, 25, 28, 5];[24, 16, 13, 16, 22, 24, 19, 14];[14, 26, 4, 9, 11, 4, 1, 24]
Cameroon;[5, 24, 19, 18, 4, 3, 3, 9];302;399;[15, 3, 25, 20, 2, 18, 22, 19];[24, 16, 13, 16, 6, 17, 13, 28];[14, 26, 4, 9, 27, 11, 7, 10]
Cameroun;[5, 24, 19, 18, 4, 3, 1, 9];298;395;[15, 3, 25, 20, 2, 18, 20, 19];[24, 16, 13, 16, 6, 17, 11, 28];[14, 26, 4, 9, 27, 11, 9, 10]
Campania;[5, 24, 19, 13, 24, 9, 10, 24];478;575;[15, 3, 25, 15, 22, 24, 0, 5];[24, 16, 13, 11, 26, 23, 20, 14];[14, 26, 4, 14, 7, 5, 0, 24]
Campbell;[5, 24, 19, 13, 17, 18, 20, 20];498;595;[15, 3, 25, 15, 15, 4, 10, 1];[24, 16, 13, 11, 19, 3, 1, 10];[14, 26, 4, 14, 14, 25, 19, 28]
Campeche;[5, 24, 19, 13, 18, 5, 8, 18];394;491;[15, 3, 25, 15, 16, 20, 27, 28];[24, 16, 13, 11, 20, 19, 18, 8];[14, 26, 4, 14, 13, 9, 2, 1]
Canangium;[5, 24, 9, 24, 21, 10, 1, 19];420;517;[15, 3, 15, 26, 19, 25, 20, 0];[24, 16, 3, 22, 23, 24, 11, 9];[14, 26, 14, 3, 10, 4, 9, 0]
Canarese;[5, 24, 9, 24, 4, 18, 15, 18];434;531;[15, 3, 15, 26, 2, 4, 5, 28];[24, 16, 3, 22, 6, 3, 25, 8];[14, 26, 14, 3, 27, 25, 24, 1]
Canaries;[5, 24, 9, 24, 4, 10, 18, 15];398;495;[15, 3, 15, 26, 2, 25, 8, 25];[24, 16, 3, 22, 6, 24, 28, 5];[14, 26, 14, 3, 27, 4, 21, 4]
Canberra;[5, 24, 9, 17, 18, 4, 4, 24];386;483;[15, 3, 15, 19, 16, 19, 23, 5];[24, 16, 3, 15, 20, 18, 14, 14];[14, 26, 14, 10, 13, 10, 6, 24]
Canicula;[5, 24, 9, 10, 5, 1, 20, 24];356;453;[15, 3, 15, 12, 3, 16, 10, 5];[24, 16, 3, 8, 7, 15, 1, 14];[14, 26, 14, 17, 26, 13, 19, 24]
Cannaceae;[5, 24, 9, 9, 24, 5, 28, 18];454;551;[15, 3, 15, 11, 22, 20, 18, 28];[24, 16, 3, 7, 26, 19, 9, 8];[14, 26, 14, 18, 7, 9, 11, 1]
Capparis;[5, 24, 13, 13, 24, 4, 10, 15];388;485;[15, 3, 19, 15, 22, 19, 0, 25];[24, 16, 7, 11, 26, 18, 20, 5];[14, 26, 10, 14, 7, 10, 0, 4]
Caprella;[5, 24, 13, 4, 18, 20, 20, 24];474;571;[15, 3, 19, 6, 16, 6, 10, 5];[24, 16, 7, 2, 20, 5, 1, 14];[14, 26, 10, 23, 13, 23, 19, 24]
Capreolus;[5, 24, 13, 4, 12, 20, 1, 15];334;431;[15, 3, 19, 6, 10, 6, 20, 25];[24, 16, 7, 2, 14, 5, 11, 5];[14, 26, 10, 23, 19, 23, 9, 4]
Capsella;[5, 24, 13, 15, 18, 20, 20, 24];516;613;[15, 3, 19, 17, 16, 6, 10, 5];[24, 16, 7, 13, 20, 5, 1, 14];[14, 26, 10, 12, 13, 23, 19, 24]
Capsicum;[5, 24, 13, 15, 10, 5, 1, 19];324;421;[15, 3, 19, 17, 8, 20, 20, 0];[24, 16, 7, 13, 12, 19, 11, 9];[14, 26, 10, 12, 21, 9, 9, 0]
Capsidae;[5, 24, 13, 15, 10, 23, 24, 18];490;587;[15, 3, 19, 17, 8, 9, 14, 28];[24, 16, 7, 13, 12, 8, 5, 8];[14, 26, 10, 12, 21, 20, 15, 1]
Carafate;[5, 24, 4, 24, 0, 24, 16, 18];443;540;[15, 3, 10, 26, 27, 10, 6, 28];[24, 16, 27, 22, 2, 9, 26, 8];[14, 26, 19, 3, 2, 19, 23, 1]
Carboloy;[5, 24, 4, 17, 3, 20, 3, 26];372;469;[15, 3, 10, 19, 1, 6, 22, 7];[24, 16, 27, 15, 5, 5, 13, 16];[14, 26, 19, 10, 28, 23, 7, 22]
Cardigan;[5, 24, 4, 23, 10, 6, 24, 9];384;481;[15, 3, 10, 25, 8, 21, 14, 19];[24, 16, 27, 21, 12, 20, 5, 28];[14, 26, 19, 4, 21, 8, 15, 10]
Cardizem;[5, 24, 4, 23, 10, 15, 18, 19];432;529;[15, 3, 10, 25, 8, 1, 8, 0];[24, 16, 27, 21, 12, 0, 28, 9];[14, 26, 19, 4, 21, 28, 21, 0]
Carducci;[5, 24, 4, 23, 1, 5, 5, 10];270;367;[15, 3, 10, 25, 28, 20, 24, 20];[24, 16, 27, 21, 3, 19, 15, 0];[14, 26, 19, 4, 1, 9, 5, 9]
Caribbean;[5, 24, 4, 10, 17, 17, 28, 9];412;509;[15, 3, 10, 12, 15, 3, 18, 19];[24, 16, 27, 8, 19, 2, 9, 28];[14, 26, 19, 17, 14, 26, 11, 10]
Caribees;[5, 24, 4, 10, 17, 18, 18, 15];400;497;[15, 3, 10, 12, 15, 4, 8, 25];[24, 16, 27, 8, 19, 3, 28, 5];[14, 26, 19, 17, 14, 25, 21, 4]
Carlsbad;[5, 24, 4, 20, 15, 17, 24, 23];494;591;[15, 3, 10, 22, 13, 3, 14, 4];[24, 16, 27, 18, 17, 2, 5, 13];[14, 26, 19, 7, 16, 26, 15, 25]
Carnegie;[5, 24, 4, 9, 18, 6, 10, 18];332;429;[15, 3, 10, 11, 16, 21, 0, 28];[24, 16, 27, 7, 20, 20, 20, 8];[14, 26, 19, 18, 13, 8, 0, 1]
Carolina;[5, 24, 4, 3, 20, 10, 9, 24];358;455;[15, 3, 10, 5, 18, 25, 28, 5];[24, 16, 27, 1, 22, 24, 19, 14];[14, 26, 19, 24, 11, 4, 1, 24]
Carolingian;[5, 24, 4, 3, 20, 21, 27, 9];416;513;[15, 3, 10, 5, 18, 7, 17, 19];[24, 16, 27, 1, 22, 6, 8, 28];[14, 26, 19, 24, 11, 22, 12, 10]
Carothers;[5, 24, 4, 3, 2, 18, 4, 15];264;361;[15, 3, 10, 5, 0, 4, 23, 25];[24, 16, 27, 1, 4, 3, 14, 5];[14, 26, 19, 24, 0, 25, 6, 4]
Carpinus;[5, 24, 4, 13, 10, 9, 1, 15];280;377;[15, 3, 10, 15, 8, 24, 20, 25];[24, 16, 27, 11, 12, 23, 11, 5];[14, 26, 19, 14, 21, 5, 9, 4]
Cartesian;[5, 24, 4, 16, 18, 15, 27, 9];436;533;[15, 3, 10, 18, 16, 1, 17, 19];[24, 16, 27, 14, 20, 0, 8, 28];[14, 26, 19, 11, 13, 28, 12, 10]
Carthamus;[5, 24, 4, 2, 24, 19, 1, 15];350;447;[15, 3, 10, 4, 22, 5, 20, 25];[24, 16, 27, 0, 26, 4, 11, 5];[14, 26, 19, 25, 7, 24, 9, 4]
Carthusian;[5, 24, 4, 2, 1, 15, 27, 9];318;415;[15, 3, 10, 4, 28, 1, 17, 19];[24, 16, 27, 0, 3, 0, 8, 28];[14, 26, 19, 25, 1, 28, 12, 10]
Caryocar;[5, 24, 4, 26, 3, 5, 24, 4];352;449;[15, 3, 10, 28, 1, 20, 14, 14];[24, 16, 27, 24, 5, 19, 5, 23];[14, 26, 19, 1, 28, 9, 15, 15]
Casanova;[5, 24, 15, 24, 9, 3, 1, 24];396;493;[15, 3, 21, 26, 7, 18, 20, 5];[24, 16, 9, 22, 11, 17, 11, 14];[14, 26, 8, 3, 22, 11, 9, 24]
Cascades;[5, 24, 15, 5, 24, 23, 18, 15];482;579;[15, 3, 21, 7, 22, 9, 8, 25];[24, 16, 9, 3, 26, 8, 28, 5];[14, 26, 8, 22, 7, 20, 21, 4]
Cashmere;[5, 24, 15, 8, 19, 18, 4, 18];402;499;[15, 3, 21, 10, 17, 4, 23, 28];[24, 16, 9, 6, 21, 3, 14, 8];[14, 26, 8, 19, 12, 25, 6, 1]
Cassirer;[5, 24, 15, 15, 10, 4, 18, 4];336;433;[15, 3, 21, 17, 8, 19, 8, 14];[24, 16, 9, 13, 12, 18, 28, 23];[14, 26, 8, 12, 21, 10, 21, 15]
Castanea;[5, 24, 15, 16, 24, 9, 18, 24];512;609;[15, 3, 21, 18, 22, 24, 8, 5];[24, 16, 9, 14, 26, 23, 28, 14];[14, 26, 8, 11, 7, 5, 21, 24]
Castilian;[5, 24, 15, 16, 10, 20, 27, 9];462;559;[15, 3, 21, 18, 8, 6, 17, 19];[24, 16, 9, 14, 12, 5, 8, 28];[14, 26, 8, 11, 21, 23, 12, 10]
Castilla;[5, 24, 15, 16, 10, 20, 20, 24];496;593;[15, 3, 21, 18, 8, 6, 10, 5];[24, 16, 9, 14, 12, 5, 1, 14];[14, 26, 8, 11, 21, 23, 19, 24]
Castries;[5, 24, 15, 16, 4, 10, 18, 15];384;481;[15, 3, 21, 18, 2, 25, 8, 25];[24, 16, 9, 14, 6, 24, 28, 5];[14, 26, 8, 11, 27, 4, 21, 4]
Catacala;[5, 24, 16, 24, 5, 24, 20, 24];546;643;[15, 3, 22, 26, 3, 10, 10, 5];[24, 16, 10, 22, 7, 9, 1, 14];[14, 26, 7, 3, 26, 19, 19, 24]
Cataflam;[5, 24, 16, 24, 0, 20, 24, 19];509;606;[15, 3, 22, 26, 27, 6, 14, 0];[24, 16, 10, 22, 2, 5, 5, 9];[14, 26, 7, 3, 2, 23, 15, 0]
Catapres;[5, 24, 16, 24, 13, 4, 18, 15];440;537;[15, 3, 22, 26, 11, 19, 8, 25];[24, 16, 10, 22, 15, 18, 28, 5];[14, 26, 7, 3, 18, 10, 21, 4]
Catharism;[5, 24, 2, 24, 4, 10, 15, 19];378;475;[15, 3, 8, 26, 2, 25, 5, 0];[24, 16, 25, 22, 6, 24, 25, 9];[14, 26, 21, 3, 27, 4, 24, 0]
Cathartes;[5, 24, 2, 24, 4, 16, 18, 15];402;499;[15, 3, 8, 26, 2, 2, 8, 25];[24, 16, 25, 22, 6, 1, 28, 5];[14, 26, 21, 3, 27, 27, 21, 4]
Catherine;[5, 24, 2, 18, 4, 10, 9, 18];320;417;[15, 3, 8, 20, 2, 25, 28, 28];[24, 16, 25, 16, 6, 24, 19, 8];[14, 26, 21, 9, 27, 4, 1, 1]
Catullus;[5, 24, 16, 1, 20, 20, 1, 15];374;471;[15, 3, 22, 3, 18, 6, 20, 25];[24, 16, 10, 28, 22, 5, 11, 5];[14, 26, 7, 26, 11, 23, 9, 4]
Caucasia;[5, 24, 1, 5, 24, 15, 10, 24];404;501;[15, 3, 7, 7, 22, 1, 0, 5];[24, 16, 24, 3, 26, 0, 20, 14];[14, 26, 22, 22, 7, 28, 0, 24]
Caucasian;[5, 24, 1, 5, 24, 15, 27, 9];412;509;[15, 3, 7, 7, 22, 1, 17, 19];[24, 16, 24, 3, 26, 0, 8, 28];[14, 26, 22, 22, 7, 28, 12, 10]
Caucasus;[5, 24, 1, 5, 24, 15, 1, 15];332;429;[15, 3, 7, 7, 22, 1, 20, 25];[24, 16, 24, 3, 26, 0, 11, 5];[14, 26, 22, 22, 7, 28, 9, 4]
Cavalier;[5, 24, 1, 24, 20, 10, 18, 4];392;489;[15, 3, 7, 26, 18, 25, 8, 14];[24, 16, 24, 22, 22, 24, 28, 23];[14, 26, 22, 3, 11, 4, 21, 15]
Caviidae;[5, 24, 1, 10, 10, 23, 24, 18];428;525;[15, 3, 7, 12, 8, 9, 14, 28];[24, 16, 24, 8, 12, 8, 5, 8];[14, 26, 22, 17, 21, 20, 15, 1]
Cebuella;[5, 18, 17, 1, 18, 20, 20, 24];454;551;[15, 26, 23, 3, 16, 6, 10, 5];[24, 10, 11, 28, 20, 5, 1, 14];[14, 3, 6, 26, 13, 23, 19, 24]
Cecropia;[5, 18, 5, 4, 3, 13, 10, 24];282;379;[15, 26, 11, 6, 1, 28, 0, 5];[24, 10, 28, 2, 5, 27, 20, 14];[14, 3, 18, 23, 28, 1, 0, 24]
Celebrex;[5, 18, 20, 18, 17, 4, 18, 14];406;503;[15, 26, 26, 20, 15, 19, 8, 24];[24, 10, 14, 16, 19, 18, 28, 4];[14, 3, 3, 9, 14, 10, 21, 5]
Cenchrus;[5, 18, 9, 5, 8, 4, 1, 15];212;309;[15, 26, 15, 7, 6, 19, 20, 25];[24, 10, 3, 3, 10, 18, 11, 5];[14, 3, 14, 22, 23, 10, 9, 4]
Cenozoic;[5, 18, 9, 3, 15, 3, 10, 5];220;317;[15, 26, 15, 5, 13, 18, 0, 15];[24, 10, 3, 1, 17, 17, 20, 24];[14, 3, 14, 24, 16, 11, 0, 14]
Cerberus;[5, 18, 4, 17, 18, 4, 1, 15];286;383;[15, 26, 10, 19, 16, 19, 20, 25];[24, 10, 27, 15, 20, 18, 11, 5];[14, 3, 19, 10, 13, 10, 9, 4]
Cervidae;[5, 18, 4, 1, 10, 23, 24, 18];378;475;[15, 26, 10, 3, 8, 9, 14, 28];[24, 10, 27, 28, 12, 8, 5, 8];[14, 3, 19, 26, 21, 20, 15, 1]
Cestidae;[5, 18, 15, 16, 10, 23, 24, 18];476;573;[15, 26, 21, 18, 8, 9, 14, 28];[24, 10, 9, 14, 12, 8, 5, 8];[14, 3, 8, 11, 21, 20, 15, 1]
Ceterach;[5, 18, 16, 18, 4, 24, 5, 8];350;447;[15, 26, 22, 20, 2, 10, 24, 18];[24, 10, 10, 16, 6, 9, 15, 27];[14, 3, 7, 9, 27, 19, 5, 11]
Cetraria;[5, 18, 16, 4, 24, 4, 10, 24];386;483;[15, 26, 22, 6, 22, 19, 0, 5];[24, 10, 10, 2, 26, 18, 20, 14];[14, 3, 7, 23, 7, 10, 0, 24]
Chaeronea;[5, 8, 25, 4, 3, 9, 18, 24];348;445;[15, 16, 2, 6, 1, 24, 8, 5];[24, 0, 19, 2, 5, 23, 28, 14];[14, 13, 27, 23, 28, 5, 21, 24]
Chagatai;[5, 8, 24, 6, 24, 16, 24, 10];434;531;[15, 16, 1, 8, 22, 2, 14, 20];[24, 0, 18, 4, 26, 1, 5, 0];[14, 13, 28, 21, 7, 27, 15, 9]
Chaldaean;[5, 8, 24, 20, 23, 25, 24, 9];522;619;[15, 16, 1, 22, 21, 11, 14, 19];[24, 0, 18, 18, 25, 10, 5, 28];[14, 13, 28, 7, 8, 18, 15, 10]
Chamaeleo;[5, 8, 24, 19, 25, 20, 18, 3];452;549;[15, 16, 1, 21, 23, 6, 8, 13];[24, 0, 18, 17, 27, 5, 28, 22];[14, 13, 28, 8, 6, 23, 21, 16]
Chamaeleon;[5, 8, 24, 19, 25, 20, 12, 9];448;545;[15, 16, 1, 21, 23, 6, 2, 19];[24, 0, 18, 17, 27, 5, 22, 28];[14, 13, 28, 8, 6, 23, 27, 10]
Chambers;[5, 8, 24, 19, 17, 18, 4, 15];396;493;[15, 16, 1, 21, 15, 4, 23, 25];[24, 0, 18, 17, 19, 3, 14, 5];[14, 13, 28, 8, 14, 25, 6, 4]
Chameleon;[5, 8, 24, 19, 18, 20, 12, 9];414;511;[15, 16, 1, 21, 16, 6, 2, 19];[24, 0, 18, 17, 20, 5, 22, 28];[14, 13, 28, 8, 13, 23, 27, 10]
Chandler;[5, 8, 24, 9, 23, 20, 18, 4];402;499;[15, 16, 1, 11, 21, 6, 8, 14];[24, 0, 18, 7, 25, 5, 28, 23];[14, 13, 28, 18, 8, 23, 21, 15]
Changjiang;[5, 8, 24, 21, 11, 27, 9, 6];402;499;[15, 16, 1, 23, 9, 13, 28, 16];[24, 0, 18, 19, 13, 12, 19, 25];[14, 13, 28, 6, 20, 16, 1, 13]
Chanukah;[5, 8, 24, 9, 1, 5, 24, 8];298;395;[15, 16, 1, 11, 28, 20, 14, 18];[24, 0, 18, 7, 3, 19, 5, 27];[14, 13, 28, 18, 1, 9, 15, 11]
Characeae;[5, 8, 24, 4, 24, 5, 28, 18];430;527;[15, 16, 1, 6, 22, 20, 18, 28];[24, 0, 18, 2, 26, 19, 9, 8];[14, 13, 28, 23, 7, 9, 11, 1]
Charales;[5, 8, 24, 4, 24, 20, 18, 15];434;531;[15, 16, 1, 6, 22, 6, 8, 25];[24, 0, 18, 2, 26, 5, 28, 5];[14, 13, 28, 23, 7, 23, 21, 4]
Chartism;[5, 8, 24, 4, 16, 10, 15, 19];358;455;[15, 16, 1, 6, 14, 25, 5, 0];[24, 0, 18, 2, 18, 24, 25, 9];[14, 13, 28, 23, 15, 4, 24, 0]
Chartist;[5, 8, 24, 4, 16, 10, 15, 16];346;443;[15, 16, 1, 6, 14, 25, 5, 26];[24, 0, 18, 2, 18, 24, 25, 6];[14, 13, 28, 23, 15, 4, 24, 3]
Chartres;[5, 8, 24, 4, 16, 4, 18, 15];334;431;[15, 16, 1, 6, 14, 19, 8, 25];[24, 0, 18, 2, 18, 18, 28, 5];[14, 13, 28, 23, 15, 10, 21, 4]
Chasidim;[5, 8, 24, 15, 10, 23, 10, 19];408;505;[15, 16, 1, 17, 8, 9, 0, 0];[24, 0, 18, 13, 12, 8, 20, 9];[14, 13, 28, 12, 21, 20, 0, 0]
Chateura;[5, 8, 24, 16, 18, 1, 4, 24];370;467;[15, 16, 1, 18, 16, 16, 23, 5];[24, 0, 18, 14, 20, 15, 14, 14];[14, 13, 28, 11, 13, 13, 6, 24]
Chechnya;[5, 8, 18, 5, 8, 9, 26, 24];368;465;[15, 16, 24, 7, 6, 24, 16, 5];[24, 0, 12, 3, 10, 23, 7, 14];[14, 13, 5, 22, 23, 5, 13, 24]
Chelifer;[5, 8, 18, 20, 10, 0, 18, 4];287;384;[15, 16, 24, 22, 8, 15, 8, 14];[24, 0, 12, 18, 12, 14, 28, 23];[14, 13, 5, 7, 21, 14, 21, 15]
Chelonia;[5, 8, 18, 20, 3, 9, 10, 24];340;437;[15, 16, 24, 22, 1, 24, 0, 5];[24, 0, 12, 18, 5, 23, 20, 14];[14, 13, 5, 7, 28, 5, 0, 24]
Chelydra;[5, 8, 18, 20, 26, 23, 4, 24];476;573;[15, 16, 24, 22, 24, 9, 23, 5];[24, 0, 12, 18, 28, 8, 14, 14];[14, 13, 5, 7, 5, 20, 6, 24]
Chemakum;[5, 8, 18, 19, 24, 5, 1, 19];358;455;[15, 16, 24, 21, 22, 20, 20, 0];[24, 0, 12, 17, 26, 19, 11, 9];[14, 13, 5, 8, 7, 9, 9, 0]
Chemnitz;[5, 8, 18, 19, 9, 10, 16, 15];346;443;[15, 16, 24, 21, 7, 25, 6, 25];[24, 0, 12, 17, 11, 24, 26, 5];[14, 13, 5, 8, 22, 4, 23, 4]
Chemulpo;[5, 8, 18, 19, 1, 20, 13, 3];300;397;[15, 16, 24, 21, 28, 6, 3, 13];[24, 0, 12, 17, 3, 5, 23, 22];[14, 13, 5, 8, 1, 23, 26, 16]
Cheremis;[5, 8, 18, 4, 18, 19, 10, 15];336;433;[15, 16, 24, 6, 16, 5, 0, 25];[24, 0, 12, 2, 20, 4, 20, 5];[14, 13, 5, 23, 13, 24, 0, 4]
Cherokee;[5, 8, 18, 4, 3, 5, 18, 18];268;365;[15, 16, 24, 6, 1, 20, 8, 28];[24, 0, 12, 2, 5, 19, 28, 8];[14, 13, 5, 23, 28, 9, 21, 1]
Cheyenne;[5, 8, 18, 26, 18, 9, 9, 18];398;495;[15, 16, 24, 28, 16, 24, 28, 28];[24, 0, 12, 24, 20, 23, 19, 8];[14, 13, 5, 1, 13, 5, 1, 1]
ChiMwini;[5, 8, 10, 19, 7, 10, 9, 10];248;345;[15, 16, 16, 21, 5, 25, 28, 20];[24, 0, 4, 17, 9, 24, 19, 0];[14, 13, 13, 8, 24, 4, 1, 9]
Chichewa;[5, 8, 10, 5, 8, 18, 7, 24];286;383;[15, 16, 16, 7, 6, 4, 26, 5];[24, 0, 4, 3, 10, 3, 17, 14];[14, 13, 13, 22, 23, 25, 3, 24]
Chimakum;[5, 8, 10, 19, 24, 5, 1, 19];322;419;[15, 16, 16, 21, 22, 20, 20, 0];[24, 0, 4, 17, 26, 19, 11, 9];[14, 13, 13, 8, 7, 9, 9, 0]
Chinaman;[5, 8, 10, 9, 24, 19, 24, 9];390;487;[15, 16, 16, 11, 22, 5, 14, 19];[24, 0, 4, 7, 26, 4, 5, 28];[14, 13, 13, 18, 7, 24, 15, 10]
Chiococca;[5, 8, 27, 5, 3, 5, 5, 24];286;383;[15, 16, 4, 7, 1, 20, 24, 5];[24, 0, 21, 3, 5, 19, 15, 14];[14, 13, 25, 22, 28, 9, 5, 24]
Chippewa;[5, 8, 10, 13, 13, 18, 7, 24];336;433;[15, 16, 16, 15, 11, 4, 26, 5];[24, 0, 4, 11, 15, 3, 17, 14];[14, 13, 13, 14, 18, 25, 3, 24]
Chishona;[5, 8, 10, 15, 8, 3, 9, 24];276;373;[15, 16, 16, 17, 6, 18, 28, 5];[24, 0, 4, 13, 10, 17, 19, 14];[14, 13, 13, 12, 23, 11, 1, 24]
Chisinau;[5, 8, 10, 15, 10, 9, 24, 1];280;377;[15, 16, 16, 17, 8, 24, 14, 11];[24, 0, 4, 13, 12, 23, 5, 20];[14, 13, 13, 12, 21, 5, 15, 18]
Chlorura;[5, 8, 20, 3, 4, 1, 4, 24];238;335;[15, 16, 26, 5, 2, 16, 23, 5];[24, 0, 14, 1, 6, 15, 14, 14];[14, 13, 3, 24, 27, 13, 6, 24]
Choloepus;[5, 8, 3, 20, 22, 13, 1, 15];298;395;[15, 16, 9, 22, 20, 28, 20, 25];[24, 0, 26, 18, 24, 27, 11, 5];[14, 13, 20, 7, 9, 1, 9, 4]
Chondrus;[5, 8, 3, 9, 23, 4, 1, 15];228;325;[15, 16, 9, 11, 21, 19, 20, 25];[24, 0, 26, 7, 25, 18, 11, 5];[14, 13, 20, 18, 8, 10, 9, 4]
