Word;Indices;GP sum;GP sum red header;Plaintext minus ciphertext;Plaintext plus ciphertext;Ciphertext_minus_plaintext
fauteuil;[0, 24, 1, 16, 18, 1, 10, 20];335;432;[10, 3, 7, 18, 16, 16, 0, 1];[19, 16, 24, 14, 20, 15, 20, 10];[19, 26, 22, 11, 13, 13, 0, 28]
favorite;[0, 24, 1, 3, 4, 10, 16, 18];277;374;[10, 3, 7, 5, 2, 25, 6, 28];[19, 16, 24, 1, 6, 24, 26, 8];[19, 26, 22, 24, 27, 4, 23, 1]
featherbed;[0, 28, 2, 18, 4, 17, 18, 23];411;508;[10, 7, 8, 20, 2, 3, 8, 4];[19, 20, 25, 16, 6, 2, 28, 13];[19, 22, 21, 9, 27, 26, 21, 25]
feathering;[0, 28, 2, 18, 4, 10, 9, 6];271;368;[10, 7, 8, 20, 2, 25, 28, 16];[19, 20, 25, 16, 6, 24, 19, 25];[19, 22, 21, 9, 27, 4, 1, 13]
feathertop;[0, 28, 2, 18, 4, 16, 3, 13];303;400;[10, 7, 8, 20, 2, 2, 22, 23];[19, 20, 25, 16, 6, 1, 13, 3];[19, 22, 21, 9, 27, 27, 7, 6]
fecalith;[0, 18, 5, 24, 20, 10, 16, 8];365;462;[10, 26, 11, 26, 18, 25, 6, 18];[19, 10, 28, 22, 22, 24, 26, 27];[19, 3, 18, 3, 11, 4, 23, 11]
fedayeen;[0, 18, 23, 24, 26, 18, 18, 9];521;618;[10, 26, 0, 26, 24, 4, 8, 19];[19, 10, 17, 22, 28, 3, 28, 28];[19, 3, 0, 3, 5, 25, 21, 10]
federita;[0, 18, 23, 18, 4, 10, 16, 24];423;520;[10, 26, 0, 20, 2, 25, 6, 5];[19, 10, 17, 16, 6, 24, 26, 14];[19, 3, 0, 9, 27, 4, 23, 24]
feedback;[0, 18, 18, 23, 17, 24, 5, 5];409;506;[10, 26, 24, 25, 15, 10, 24, 15];[19, 10, 12, 21, 19, 9, 15, 24];[19, 3, 5, 4, 14, 19, 5, 14]
feigning;[0, 18, 10, 6, 9, 10, 9, 6];223;320;[10, 26, 16, 8, 7, 25, 28, 16];[19, 10, 4, 4, 11, 24, 19, 25];[19, 3, 13, 21, 22, 4, 1, 13]
feldspar;[0, 18, 20, 23, 15, 13, 24, 4];435;532;[10, 26, 26, 25, 13, 28, 14, 14];[19, 10, 14, 21, 17, 27, 5, 23];[19, 3, 3, 4, 16, 1, 15, 15]
felicity;[0, 18, 20, 10, 5, 10, 16, 26];379;476;[10, 26, 26, 12, 3, 25, 6, 7];[19, 10, 14, 8, 7, 24, 26, 16];[19, 3, 3, 17, 26, 4, 23, 22]
fellatio;[0, 18, 20, 20, 24, 16, 10, 3];409;506;[10, 26, 26, 22, 22, 2, 0, 13];[19, 10, 14, 18, 26, 1, 20, 22];[19, 3, 3, 7, 7, 27, 0, 16]
fellation;[0, 18, 20, 20, 24, 16, 27, 9];507;604;[10, 26, 26, 22, 22, 2, 17, 19];[19, 10, 14, 18, 26, 1, 8, 28];[19, 3, 3, 7, 7, 27, 12, 10]
feminine;[0, 18, 19, 10, 9, 10, 9, 18];327;424;[10, 26, 25, 12, 7, 25, 28, 28];[19, 10, 13, 8, 11, 24, 19, 8];[19, 3, 4, 17, 22, 4, 1, 1]
feminism;[0, 18, 19, 10, 9, 10, 15, 19];355;452;[10, 26, 25, 12, 7, 25, 5, 0];[19, 10, 13, 8, 11, 24, 25, 9];[19, 3, 4, 17, 22, 4, 24, 0]
feminist;[0, 18, 19, 10, 9, 10, 15, 16];343;440;[10, 26, 25, 12, 7, 25, 5, 26];[19, 10, 13, 8, 11, 24, 25, 6];[19, 3, 4, 17, 22, 4, 24, 3]
fenestra;[0, 18, 9, 18, 15, 16, 4, 24];385;482;[10, 26, 15, 20, 13, 2, 23, 5];[19, 10, 3, 16, 17, 1, 14, 14];[19, 3, 14, 9, 16, 27, 6, 24]
ferocity;[0, 18, 4, 3, 5, 10, 16, 26];293;390;[10, 26, 10, 5, 3, 25, 6, 7];[19, 10, 27, 1, 7, 24, 26, 16];[19, 3, 19, 24, 26, 4, 23, 22]
ferritin;[0, 18, 4, 4, 10, 16, 10, 9];241;338;[10, 26, 10, 6, 8, 2, 0, 19];[19, 10, 27, 2, 12, 1, 20, 28];[19, 3, 19, 23, 21, 27, 0, 10]
ferrying;[0, 18, 4, 4, 26, 10, 9, 6];271;368;[10, 26, 10, 6, 24, 25, 28, 16];[19, 10, 27, 2, 28, 24, 19, 25];[19, 3, 19, 23, 5, 4, 1, 13]
ferryman;[0, 18, 4, 4, 26, 19, 24, 9];391;488;[10, 26, 10, 6, 24, 5, 14, 19];[19, 10, 27, 2, 28, 4, 5, 28];[19, 3, 19, 23, 5, 24, 15, 10]
fervency;[0, 18, 4, 1, 18, 9, 5, 26];295;392;[10, 26, 10, 3, 16, 24, 24, 7];[19, 10, 27, 28, 20, 23, 15, 16];[19, 3, 19, 26, 13, 5, 5, 22]
festival;[0, 18, 15, 16, 10, 1, 24, 20];385;482;[10, 26, 21, 18, 8, 16, 14, 1];[19, 10, 9, 14, 12, 15, 5, 10];[19, 3, 8, 11, 21, 13, 15, 28]
feterita;[0, 18, 16, 18, 4, 10, 16, 24];393;490;[10, 26, 22, 20, 2, 25, 6, 5];[19, 10, 10, 16, 6, 24, 26, 14];[19, 3, 7, 9, 27, 4, 23, 24]
feticide;[0, 18, 16, 10, 5, 10, 23, 18];359;456;[10, 26, 22, 12, 3, 25, 13, 28];[19, 10, 10, 8, 7, 24, 4, 8];[19, 3, 7, 17, 26, 4, 16, 1]
fetology;[0, 18, 16, 3, 20, 3, 6, 26];335;432;[10, 26, 22, 5, 18, 18, 25, 7];[19, 10, 10, 1, 22, 17, 16, 16];[19, 3, 7, 24, 11, 11, 4, 22]
feverfew;[0, 18, 1, 18, 4, 0, 18, 7];238;335;[10, 26, 7, 20, 2, 15, 8, 17];[19, 10, 24, 16, 6, 14, 28, 26];[19, 3, 22, 9, 27, 14, 21, 12]
fibrosis;[0, 10, 17, 4, 3, 15, 10, 15];249;346;[10, 18, 23, 6, 1, 1, 0, 25];[19, 2, 11, 2, 5, 0, 20, 5];[19, 11, 6, 23, 28, 28, 0, 4]
fidelity;[0, 10, 23, 18, 20, 10, 16, 26];455;552;[10, 18, 0, 20, 18, 25, 6, 7];[19, 2, 17, 16, 22, 24, 26, 16];[19, 11, 0, 9, 11, 4, 23, 22]
fiduciary;[0, 10, 23, 1, 5, 27, 4, 26];359;456;[10, 18, 0, 3, 3, 13, 23, 7];[19, 2, 17, 28, 7, 12, 14, 16];[19, 11, 0, 26, 26, 16, 6, 22]
fielding;[0, 10, 18, 20, 23, 10, 9, 6];339;436;[10, 18, 24, 22, 21, 25, 28, 16];[19, 2, 12, 18, 25, 24, 19, 25];[19, 11, 5, 7, 8, 4, 1, 13]
fiftieth;[0, 10, 0, 16, 10, 18, 16, 8];274;371;[10, 18, 6, 18, 8, 4, 6, 18];[19, 2, 23, 14, 12, 3, 26, 27];[19, 11, 23, 11, 21, 25, 23, 11]
fighting;[0, 10, 6, 8, 16, 10, 9, 6];209;306;[10, 18, 12, 10, 14, 25, 28, 16];[19, 2, 0, 6, 18, 24, 19, 25];[19, 11, 17, 19, 15, 4, 1, 13]
figurine;[0, 10, 6, 1, 4, 10, 9, 18];191;288;[10, 18, 12, 3, 2, 25, 28, 28];[19, 2, 0, 28, 6, 24, 19, 8];[19, 11, 17, 26, 27, 4, 1, 1]
figuring;[0, 10, 6, 1, 4, 10, 9, 6];141;238;[10, 18, 12, 3, 2, 25, 28, 16];[19, 2, 0, 28, 6, 24, 19, 25];[19, 11, 17, 26, 27, 4, 1, 13]
filagree;[0, 10, 20, 24, 6, 4, 18, 18];365;462;[10, 18, 26, 26, 4, 19, 8, 28];[19, 2, 14, 22, 8, 18, 28, 8];[19, 11, 3, 3, 25, 10, 21, 1]
filament;[0, 10, 20, 24, 19, 18, 9, 16];429;526;[10, 18, 26, 26, 17, 4, 28, 26];[19, 2, 14, 22, 21, 3, 19, 6];[19, 11, 3, 3, 12, 25, 1, 3]
filature;[0, 10, 20, 24, 16, 1, 4, 18];343;440;[10, 18, 26, 26, 14, 16, 23, 28];[19, 2, 14, 22, 18, 15, 14, 8];[19, 11, 3, 3, 15, 13, 6, 1]
filefish;[0, 10, 20, 18, 0, 10, 15, 8];282;379;[10, 18, 26, 20, 27, 25, 5, 18];[19, 2, 14, 16, 2, 24, 25, 27];[19, 11, 3, 9, 2, 4, 24, 11]
filename;[0, 10, 20, 18, 9, 24, 19, 18];437;534;[10, 18, 26, 20, 7, 10, 9, 28];[19, 2, 14, 16, 11, 9, 0, 8];[19, 11, 3, 9, 22, 19, 20, 1]
filicide;[0, 10, 20, 10, 5, 10, 23, 18];337;434;[10, 18, 26, 12, 3, 25, 13, 28];[19, 2, 14, 8, 7, 24, 4, 8];[19, 11, 3, 17, 26, 4, 16, 1]
filigree;[0, 10, 20, 10, 6, 4, 18, 18];299;396;[10, 18, 26, 12, 4, 19, 8, 28];[19, 2, 14, 8, 8, 18, 28, 8];[19, 11, 3, 17, 25, 10, 21, 1]
filtrate;[0, 10, 20, 16, 4, 24, 16, 18];399;496;[10, 18, 26, 18, 2, 10, 6, 28];[19, 2, 14, 14, 6, 9, 26, 8];[19, 11, 3, 11, 27, 19, 23, 1]
finagler;[0, 10, 9, 24, 6, 20, 18, 4];327;424;[10, 18, 15, 26, 4, 6, 8, 14];[19, 2, 3, 22, 8, 5, 28, 23];[19, 11, 14, 3, 25, 23, 21, 15]
finalist;[0, 10, 9, 24, 20, 10, 15, 16];375;472;[10, 18, 15, 26, 18, 25, 5, 26];[19, 2, 3, 22, 22, 24, 25, 6];[19, 11, 14, 3, 11, 4, 24, 3]
finality;[0, 10, 9, 24, 20, 10, 16, 26];425;522;[10, 18, 15, 26, 18, 25, 6, 7];[19, 2, 3, 22, 22, 24, 26, 16];[19, 11, 14, 3, 11, 4, 23, 22]
finances;[0, 10, 9, 24, 9, 5, 18, 15];321;418;[10, 18, 15, 26, 7, 20, 8, 25];[19, 2, 3, 22, 11, 19, 28, 5];[19, 11, 14, 3, 22, 9, 21, 4]
fineness;[0, 10, 9, 18, 9, 18, 15, 15];331;428;[10, 18, 15, 20, 7, 4, 5, 25];[19, 2, 3, 16, 11, 3, 25, 5];[19, 11, 14, 9, 22, 25, 24, 4]
fingerling;[0, 21, 18, 4, 20, 10, 9, 6];309;406;[10, 0, 24, 6, 18, 25, 28, 16];[19, 13, 12, 2, 22, 24, 19, 25];[19, 0, 5, 23, 11, 4, 1, 13]
fingermark;[0, 21, 18, 4, 19, 24, 4, 5];351;448;[10, 0, 24, 6, 17, 10, 23, 15];[19, 13, 12, 2, 21, 9, 14, 24];[19, 0, 5, 23, 12, 19, 6, 14]
fingernail;[0, 21, 18, 4, 9, 24, 10, 20];389;486;[10, 0, 24, 6, 7, 10, 0, 1];[19, 13, 12, 2, 11, 9, 20, 10];[19, 0, 5, 23, 22, 19, 0, 28]
fingerpost;[0, 21, 18, 4, 13, 3, 15, 16];321;418;[10, 0, 24, 6, 11, 18, 5, 26];[19, 13, 12, 2, 15, 17, 25, 6];[19, 0, 5, 23, 18, 11, 24, 3]
fingerroot;[0, 21, 18, 4, 4, 3, 3, 16];243;340;[10, 0, 24, 6, 2, 18, 22, 26];[19, 13, 12, 2, 6, 17, 13, 6];[19, 0, 5, 23, 27, 11, 7, 3]
finisher;[0, 10, 9, 10, 15, 8, 18, 4];247;344;[10, 18, 15, 12, 13, 23, 8, 14];[19, 2, 3, 8, 17, 22, 28, 23];[19, 11, 14, 17, 16, 6, 21, 15]
finitude;[0, 10, 9, 10, 16, 1, 23, 18];311;408;[10, 18, 15, 12, 14, 16, 13, 28];[19, 2, 3, 8, 18, 15, 4, 8];[19, 11, 14, 17, 15, 13, 16, 1]
fireball;[0, 10, 4, 18, 17, 24, 20, 20];415;512;[10, 18, 10, 20, 15, 10, 10, 1];[19, 2, 27, 16, 19, 9, 1, 10];[19, 11, 19, 9, 14, 19, 19, 28]
firebase;[0, 10, 4, 18, 17, 24, 15, 18];389;486;[10, 18, 10, 20, 15, 10, 5, 28];[19, 2, 27, 16, 19, 9, 25, 8];[19, 11, 19, 9, 14, 19, 24, 1]
firebird;[0, 10, 4, 18, 17, 10, 4, 23];303;400;[10, 18, 10, 20, 15, 25, 23, 4];[19, 2, 27, 16, 19, 24, 14, 13];[19, 11, 19, 9, 14, 4, 6, 25]
fireboat;[0, 10, 4, 18, 17, 3, 24, 16];335;432;[10, 18, 10, 20, 15, 18, 14, 26];[19, 2, 27, 16, 19, 17, 5, 6];[19, 11, 19, 9, 14, 11, 15, 3]
firebomb;[0, 10, 4, 18, 17, 3, 19, 17];311;408;[10, 18, 10, 20, 15, 18, 9, 27];[19, 2, 27, 16, 19, 17, 0, 7];[19, 11, 19, 9, 14, 11, 20, 2]
firebrat;[0, 10, 4, 18, 17, 4, 24, 16];339;436;[10, 18, 10, 20, 15, 19, 14, 26];[19, 2, 27, 16, 19, 18, 5, 6];[19, 11, 19, 9, 14, 10, 15, 3]
firebreak;[0, 10, 4, 18, 17, 4, 28, 5];305;402;[10, 18, 10, 20, 15, 19, 18, 15];[19, 2, 27, 16, 19, 18, 9, 24];[19, 11, 19, 9, 14, 10, 11, 14]
fireclay;[0, 10, 4, 18, 5, 20, 24, 26];397;494;[10, 18, 10, 20, 3, 6, 14, 7];[19, 2, 27, 16, 7, 5, 5, 16];[19, 11, 19, 9, 26, 23, 15, 22]
firedamp;[0, 10, 4, 18, 23, 24, 19, 13];411;508;[10, 18, 10, 20, 21, 10, 9, 23];[19, 2, 27, 16, 25, 9, 0, 3];[19, 11, 19, 9, 8, 19, 20, 6]
firelock;[0, 10, 4, 18, 20, 3, 5, 5];217;314;[10, 18, 10, 20, 18, 18, 24, 15];[19, 2, 27, 16, 22, 17, 15, 24];[19, 11, 19, 9, 11, 11, 5, 14]
fireplug;[0, 10, 4, 18, 13, 20, 1, 6];247;344;[10, 18, 10, 20, 11, 6, 20, 16];[19, 2, 27, 16, 15, 5, 11, 25];[19, 11, 19, 9, 18, 23, 9, 13]
fireroom;[0, 10, 4, 18, 4, 3, 3, 19];207;304;[10, 18, 10, 20, 2, 18, 22, 0];[19, 2, 27, 16, 6, 17, 13, 9];[19, 11, 19, 9, 27, 11, 7, 0]
fireside;[0, 10, 4, 18, 15, 10, 23, 18];351;448;[10, 18, 10, 20, 13, 25, 13, 28];[19, 2, 27, 16, 17, 24, 4, 8];[19, 11, 19, 9, 16, 4, 16, 1]
firethorn;[0, 10, 4, 18, 2, 3, 4, 9];163;260;[10, 18, 10, 20, 0, 18, 23, 19];[19, 2, 27, 16, 4, 17, 14, 28];[19, 11, 19, 9, 0, 11, 6, 10]
firetrap;[0, 10, 4, 18, 16, 4, 24, 13];321;418;[10, 18, 10, 20, 14, 19, 14, 23];[19, 2, 27, 16, 18, 18, 5, 3];[19, 11, 19, 9, 15, 10, 15, 6]
firewall;[0, 10, 4, 18, 7, 24, 20, 20];373;470;[10, 18, 10, 20, 5, 10, 10, 1];[19, 2, 27, 16, 9, 9, 1, 10];[19, 11, 19, 9, 24, 19, 19, 28]
fireweed;[0, 10, 4, 18, 7, 18, 18, 23];353;450;[10, 18, 10, 20, 5, 4, 8, 4];[19, 2, 27, 16, 9, 3, 28, 13];[19, 11, 19, 9, 24, 25, 21, 25]
firewood;[0, 10, 4, 18, 7, 3, 3, 23];233;330;[10, 18, 10, 20, 5, 18, 22, 4];[19, 2, 27, 16, 9, 17, 13, 13];[19, 11, 19, 9, 24, 11, 7, 25]
firework;[0, 10, 4, 18, 7, 3, 4, 5];161;258;[10, 18, 10, 20, 5, 18, 23, 15];[19, 2, 27, 16, 9, 17, 14, 24];[19, 11, 19, 9, 24, 11, 6, 14]
firmness;[0, 10, 4, 19, 9, 18, 15, 15];317;414;[10, 18, 10, 21, 7, 4, 5, 25];[19, 2, 27, 17, 11, 3, 25, 5];[19, 11, 19, 8, 22, 25, 24, 4]
firmware;[0, 10, 4, 19, 7, 24, 4, 18];309;406;[10, 18, 10, 21, 5, 10, 23, 28];[19, 2, 27, 17, 9, 9, 14, 8];[19, 11, 19, 8, 24, 19, 6, 1]
fishbone;[0, 10, 15, 8, 17, 3, 9, 18];273;370;[10, 18, 21, 10, 15, 18, 28, 28];[19, 2, 9, 6, 19, 17, 19, 8];[19, 11, 8, 19, 14, 11, 1, 1]
fishbowl;[0, 10, 15, 8, 17, 3, 7, 20];269;366;[10, 18, 21, 10, 15, 18, 26, 1];[19, 2, 9, 6, 19, 17, 17, 10];[19, 11, 8, 19, 14, 11, 3, 28]
fishhook;[0, 10, 15, 8, 8, 3, 3, 5];159;256;[10, 18, 21, 10, 6, 18, 22, 15];[19, 2, 9, 6, 10, 17, 13, 24];[19, 11, 8, 19, 23, 11, 7, 14]
fishpond;[0, 10, 15, 8, 13, 3, 9, 23];277;374;[10, 18, 21, 10, 11, 18, 28, 4];[19, 2, 9, 6, 15, 17, 19, 13];[19, 11, 8, 19, 18, 11, 1, 25]
fishwife;[0, 10, 15, 8, 7, 10, 0, 18];228;325;[10, 18, 21, 10, 5, 25, 19, 28];[19, 2, 9, 6, 9, 24, 10, 8];[19, 11, 8, 19, 24, 4, 10, 1]
fishworm;[0, 10, 15, 8, 7, 3, 4, 19];217;314;[10, 18, 21, 10, 5, 18, 23, 0];[19, 2, 9, 6, 9, 17, 14, 9];[19, 11, 8, 19, 24, 11, 6, 0]
fissiped;[0, 10, 15, 15, 10, 13, 18, 23];369;466;[10, 18, 21, 17, 8, 28, 8, 4];[19, 2, 9, 13, 12, 27, 28, 13];[19, 11, 8, 12, 21, 1, 21, 25]
fistmele;[0, 10, 15, 16, 19, 18, 20, 18];423;520;[10, 18, 21, 18, 17, 4, 10, 28];[19, 2, 9, 14, 21, 3, 1, 8];[19, 11, 8, 11, 12, 25, 19, 1]
fivesome;[0, 10, 1, 18, 15, 3, 19, 18];301;398;[10, 18, 7, 20, 13, 18, 9, 28];[19, 2, 24, 16, 17, 17, 0, 8];[19, 11, 22, 9, 16, 11, 20, 1]
fixative;[0, 10, 14, 24, 16, 10, 1, 18];337;434;[10, 18, 20, 26, 14, 25, 20, 28];[19, 2, 8, 22, 18, 24, 11, 8];[19, 11, 9, 3, 15, 4, 9, 1]
flageolet;[0, 20, 24, 6, 12, 20, 18, 16];429;526;[10, 28, 1, 8, 10, 6, 8, 26];[19, 12, 18, 4, 14, 5, 28, 6];[19, 1, 28, 21, 19, 23, 21, 3]
flagfish;[0, 20, 24, 6, 0, 10, 15, 8];298;395;[10, 28, 1, 8, 27, 25, 5, 18];[19, 12, 18, 4, 2, 24, 25, 27];[19, 1, 28, 21, 2, 4, 24, 11]
flagging;[0, 20, 24, 6, 6, 10, 9, 6];283;380;[10, 28, 1, 8, 4, 25, 28, 16];[19, 12, 18, 4, 8, 24, 19, 25];[19, 1, 28, 21, 25, 4, 1, 13]
flagpole;[0, 20, 24, 6, 13, 3, 20, 18];379;476;[10, 28, 1, 8, 11, 18, 10, 28];[19, 12, 18, 4, 15, 17, 1, 8];[19, 1, 28, 21, 18, 11, 19, 1]
flagroot;[0, 20, 24, 6, 4, 3, 3, 16];273;370;[10, 28, 1, 8, 2, 18, 22, 26];[19, 12, 18, 4, 6, 17, 13, 6];[19, 1, 28, 21, 27, 11, 7, 3]
flagship;[0, 20, 24, 6, 15, 8, 10, 13];339;436;[10, 28, 1, 8, 13, 23, 0, 23];[19, 12, 18, 4, 17, 22, 20, 3];[19, 1, 28, 21, 16, 6, 0, 6]
flamenco;[0, 20, 24, 19, 18, 9, 5, 3];359;456;[10, 28, 1, 21, 16, 24, 24, 13];[19, 12, 18, 17, 20, 23, 15, 22];[19, 1, 28, 8, 13, 5, 5, 16]
flapcake;[0, 20, 24, 13, 5, 24, 5, 18];405;502;[10, 28, 1, 15, 3, 10, 24, 28];[19, 12, 18, 11, 7, 9, 15, 8];[19, 1, 28, 14, 26, 19, 5, 1]
flapjack;[0, 20, 24, 13, 11, 24, 5, 5];375;472;[10, 28, 1, 15, 9, 10, 24, 15];[19, 12, 18, 11, 13, 9, 15, 24];[19, 1, 28, 14, 20, 19, 5, 14]
flapping;[0, 20, 24, 13, 13, 10, 9, 6];335;432;[10, 28, 1, 15, 11, 25, 28, 16];[19, 12, 18, 11, 15, 24, 19, 25];[19, 1, 28, 14, 18, 4, 1, 13]
flashgun;[0, 20, 24, 15, 8, 6, 1, 9];297;394;[10, 28, 1, 17, 6, 21, 20, 19];[19, 12, 18, 13, 10, 20, 11, 28];[19, 1, 28, 12, 23, 8, 9, 10]
flashing;[0, 20, 24, 15, 8, 10, 9, 6];325;422;[10, 28, 1, 17, 6, 25, 28, 16];[19, 12, 18, 13, 10, 24, 19, 25];[19, 1, 28, 12, 23, 4, 1, 13]
flaskful;[0, 20, 24, 15, 5, 0, 1, 20];316;413;[10, 28, 1, 17, 3, 15, 20, 1];[19, 12, 18, 13, 7, 14, 11, 10];[19, 1, 28, 12, 26, 14, 9, 28]
flatboat;[0, 20, 24, 16, 17, 3, 24, 16];455;552;[10, 28, 1, 18, 15, 18, 14, 26];[19, 12, 18, 14, 19, 17, 5, 6];[19, 1, 28, 11, 14, 11, 15, 3]
flatbread;[0, 20, 24, 16, 17, 4, 28, 23];501;598;[10, 28, 1, 18, 15, 19, 18, 4];[19, 12, 18, 14, 19, 18, 9, 13];[19, 1, 28, 11, 14, 10, 11, 25]
flatbrod;[0, 20, 24, 16, 17, 4, 3, 23];399;496;[10, 28, 1, 18, 15, 19, 22, 4];[19, 12, 18, 14, 19, 18, 13, 13];[19, 1, 28, 11, 14, 10, 7, 25]
flatfish;[0, 20, 24, 16, 0, 10, 15, 8];340;437;[10, 28, 1, 18, 27, 25, 5, 18];[19, 12, 18, 14, 2, 24, 25, 27];[19, 1, 28, 11, 2, 4, 24, 11]
flatfoot;[0, 20, 24, 16, 0, 3, 3, 16];306;403;[10, 28, 1, 18, 27, 18, 22, 26];[19, 12, 18, 14, 2, 17, 13, 6];[19, 1, 28, 11, 2, 11, 7, 3]
flatiron;[0, 20, 24, 16, 10, 4, 3, 9];309;406;[10, 28, 1, 18, 8, 19, 22, 19];[19, 12, 18, 14, 12, 18, 13, 28];[19, 1, 28, 11, 21, 10, 7, 10]
flatmate;[0, 20, 24, 16, 19, 24, 16, 18];525;622;[10, 28, 1, 18, 17, 10, 6, 28];[19, 12, 18, 14, 21, 9, 26, 8];[19, 1, 28, 11, 12, 19, 23, 1]
flatness;[0, 20, 24, 16, 9, 18, 15, 15];433;530;[10, 28, 1, 18, 7, 4, 5, 25];[19, 12, 18, 14, 11, 3, 25, 5];[19, 1, 28, 11, 22, 25, 24, 4]
flattery;[0, 20, 24, 16, 16, 18, 4, 26];471;568;[10, 28, 1, 18, 14, 4, 23, 7];[19, 12, 18, 14, 18, 3, 14, 16];[19, 1, 28, 11, 15, 25, 6, 22]
flatware;[0, 20, 24, 16, 7, 24, 4, 18];425;522;[10, 28, 1, 18, 5, 10, 23, 28];[19, 12, 18, 14, 9, 9, 14, 8];[19, 1, 28, 11, 24, 19, 6, 1]
flatwork;[0, 20, 24, 16, 7, 3, 4, 5];281;378;[10, 28, 1, 18, 5, 18, 23, 15];[19, 12, 18, 14, 9, 17, 14, 24];[19, 1, 28, 11, 24, 11, 6, 14]
flatworm;[0, 20, 24, 16, 7, 3, 4, 19];339;436;[10, 28, 1, 18, 5, 18, 23, 0];[19, 12, 18, 14, 9, 17, 14, 9];[19, 1, 28, 11, 24, 11, 6, 0]
flautist;[0, 20, 24, 1, 16, 10, 15, 16];377;474;[10, 28, 1, 3, 14, 25, 5, 26];[19, 12, 18, 28, 18, 24, 25, 6];[19, 1, 28, 26, 15, 4, 24, 3]
flavorer;[0, 20, 24, 1, 3, 4, 18, 4];271;368;[10, 28, 1, 3, 1, 19, 8, 14];[19, 12, 18, 28, 5, 18, 28, 23];[19, 1, 28, 26, 28, 10, 21, 15]
flaxseed;[0, 20, 24, 14, 15, 18, 18, 23];495;592;[10, 28, 1, 16, 13, 4, 8, 4];[19, 12, 18, 12, 17, 3, 28, 13];[19, 1, 28, 13, 16, 25, 21, 25]
flimflam;[0, 20, 10, 19, 0, 20, 24, 19];420;517;[10, 28, 16, 21, 27, 6, 14, 0];[19, 12, 4, 17, 2, 5, 5, 9];[19, 1, 13, 8, 2, 23, 15, 0]
flinders;[0, 20, 10, 9, 23, 18, 4, 15];355;452;[10, 28, 16, 11, 21, 4, 23, 25];[19, 12, 4, 7, 25, 3, 14, 5];[19, 1, 13, 18, 8, 25, 6, 4]
flindosa;[0, 20, 10, 9, 23, 3, 15, 24];381;478;[10, 28, 16, 11, 21, 18, 5, 5];[19, 12, 4, 7, 25, 17, 25, 14];[19, 1, 13, 18, 8, 11, 24, 24]
flindosy;[0, 20, 10, 9, 23, 3, 15, 26];387;484;[10, 28, 16, 11, 21, 18, 5, 7];[19, 12, 4, 7, 25, 17, 25, 16];[19, 1, 13, 18, 8, 11, 24, 22]
flirting;[0, 20, 10, 4, 16, 10, 9, 6];253;350;[10, 28, 16, 6, 14, 25, 28, 16];[19, 12, 4, 2, 18, 24, 19, 25];[19, 1, 13, 23, 15, 4, 1, 13]
floating;[0, 20, 3, 24, 16, 10, 9, 6];315;412;[10, 28, 9, 26, 14, 25, 28, 16];[19, 12, 26, 22, 18, 24, 19, 25];[19, 1, 20, 3, 15, 4, 1, 13]
floccule;[0, 20, 3, 5, 5, 1, 20, 18];251;348;[10, 28, 9, 7, 3, 16, 10, 28];[19, 12, 26, 3, 7, 15, 1, 8];[19, 1, 20, 22, 26, 13, 19, 1]
flogging;[0, 20, 3, 6, 6, 10, 9, 6];193;290;[10, 28, 9, 8, 4, 25, 28, 16];[19, 12, 26, 4, 8, 24, 19, 25];[19, 1, 20, 21, 25, 4, 1, 13]
floodhead;[0, 20, 3, 3, 23, 8, 28, 23];399;496;[10, 28, 9, 5, 21, 23, 18, 4];[19, 12, 26, 1, 25, 22, 9, 13];[19, 1, 20, 24, 8, 6, 11, 25]
flooding;[0, 20, 3, 3, 23, 10, 9, 6];255;352;[10, 28, 9, 5, 21, 25, 28, 16];[19, 12, 26, 1, 25, 24, 19, 25];[19, 1, 20, 24, 8, 4, 1, 13]
flooring;[0, 20, 3, 3, 4, 10, 9, 6];177;274;[10, 28, 9, 5, 2, 25, 28, 16];[19, 12, 26, 1, 6, 24, 19, 25];[19, 1, 20, 24, 27, 4, 1, 13]
flotation;[0, 20, 3, 16, 24, 16, 27, 9];433;530;[10, 28, 9, 18, 22, 2, 17, 19];[19, 12, 26, 14, 26, 1, 8, 28];[19, 1, 20, 11, 7, 27, 12, 10]
flotilla;[0, 20, 3, 16, 10, 20, 20, 24];415;512;[10, 28, 9, 18, 8, 6, 10, 5];[19, 12, 26, 14, 12, 5, 1, 14];[19, 1, 20, 11, 21, 23, 19, 24]
flounder;[0, 20, 3, 1, 9, 23, 18, 4];281;378;[10, 28, 9, 3, 7, 9, 8, 14];[19, 12, 26, 28, 11, 8, 28, 23];[19, 1, 20, 26, 22, 20, 21, 15]
flourish;[0, 20, 3, 1, 4, 10, 15, 8];203;300;[10, 28, 9, 3, 2, 25, 5, 18];[19, 12, 26, 28, 6, 24, 25, 27];[19, 1, 20, 26, 27, 4, 24, 11]
floweret;[0, 20, 3, 7, 18, 4, 18, 16];305;402;[10, 28, 9, 9, 16, 19, 8, 26];[19, 12, 26, 5, 20, 18, 28, 6];[19, 1, 20, 20, 13, 10, 21, 3]
fluidity;[0, 20, 1, 10, 23, 10, 16, 26];391;488;[10, 28, 7, 12, 21, 25, 6, 7];[19, 12, 24, 8, 25, 24, 26, 16];[19, 1, 22, 17, 8, 4, 23, 22]
